# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
5.511388283910292785e+00,3.514124932096470033e+00,6.376115691858352807e-01,4.278429746627807617e-01,2.097685933113098145e-01,3.289912045001983643e-01
3.247018797551556535e+00,1.013703999120054000e+01,3.121952973861581881e+00,3.136485338211059570e+00,-1.453232765197753906e-02,4.654883407056331635e-03
2.872267931684129749e+00,8.659339868335587553e+00,3.014809228907226579e+00,3.021426916122436523e+00,-6.617784500122070312e-03,2.195092383772134781e-03
5.313487804675334214e-01,4.601550837887037559e+00,8.660132491201231630e+00,9.464127540588378906e+00,-8.039951324462890625e-01,9.283866733312606812e-02
1.798359513261831744e+00,1.876659583761627559e+01,1.043539720463221876e+01,1.084204101562500000e+01,-4.066438674926757812e-01,3.896774351596832275e-02
3.833044408358313060e+00,1.623029252106604048e+01,4.234308500489679439e+00,4.152652263641357422e+00,8.165645599365234375e-02,1.928448304533958435e-02
2.598688503864555188e-01,9.755207775465871478e+00,3.753896537025784852e+01,3.844287109375000000e+01,-9.039039611816406250e-01,2.407908439636230469e-02
4.656519480712104198e+00,1.296825095048712484e+01,2.784966540825882131e+00,2.776483535766601562e+00,8.482933044433593750e-03,3.045973135158419609e-03
9.795677615362184953e-01,1.192995273741322393e+01,1.217879273477103474e+01,1.296704483032226562e+01,-7.882518768310546875e-01,6.472332030534744263e-02
3.095971894765072729e-01,1.305243057410957697e+00,4.215939620181860192e+00,3.510865688323974609e+00,7.050738334655761719e-01,1.672400236129760742e-01
1.120586687230564760e+00,1.220972328471955848e+01,1.089583110691316037e+01,1.163182926177978516e+01,-7.359981536865234375e-01,6.754860281944274902e-02
3.816618294143072632e-01,5.337532961722224911e+00,1.398497976576050483e+01,1.728682899475097656e+01,-3.301849365234375000e+00,2.360996901988983154e-01
2.217140568877274398e-01,7.080758680865092636e+00,3.193644453698611230e+01,2.967937088012695312e+01,2.257074356079101562e+00,7.067393511533737183e-02
1.969086116594267910e+00,1.616976146034393480e+01,8.211810201735190162e+00,8.801531791687011719e+00,-5.897216796875000000e-01,7.181384414434432983e-02
2.366327988377400771e-01,9.000660968879346413e+00,3.803640498311111173e+01,3.702997970581054688e+01,1.006423950195312500e+00,2.645949274301528931e-02
2.130258417032877105e+00,2.760561635136623782e+00,1.295881106754016576e+00,1.539737701416015625e+00,-2.438565492630004883e-01,1.881781816482543945e-01
2.057573403404183432e-01,1.610128678649353873e+01,7.825376611038282704e+01,5.256730270385742188e+01,2.568646621704101562e+01,3.282457292079925537e-01
4.186345835238871160e+00,4.548024585391660324e+00,1.086394857087136012e+00,9.007573127746582031e-01,1.856375932693481445e-01,1.708748787641525269e-01
2.435191794353009920e-01,7.821233958123801955e+00,3.211752756501782358e+01,3.218814468383789062e+01,-7.061767578125000000e-02,2.198727102950215340e-03
9.923370197040641827e-01,1.572566412753719156e+01,1.584710014368598152e+01,1.716534233093261719e+01,-1.318242073059082031e+00,8.318506181240081787e-02
2.535594276954971082e+00,1.888014345906202962e+01,7.446042780052116505e+00,7.884483337402343750e+00,-4.384403228759765625e-01,5.888232588768005371e-02
8.302077793376105852e-01,2.230784131831674344e+00,2.687019066012037438e+00,3.008960962295532227e+00,-3.219418525695800781e-01,1.198137551546096802e-01
1.084468226442972583e+00,1.692776470713810255e+01,1.560927678135922037e+01,1.714784431457519531e+01,-1.538567543029785156e+00,9.856750816106796265e-02
3.392804115649545871e-01,2.327418856484917420e+00,6.859868053535821630e+00,7.329044818878173828e+00,-4.691767692565917969e-01,6.839442998170852661e-02
1.938276978417255769e+00,9.925416749564025309e+00,5.120742215939051434e+00,4.982964992523193359e+00,1.377773284912109375e-01,2.690573409199714661e-02
5.079113363093531675e+00,2.420239330659561983e+00,4.765082323709878831e-01,3.684764504432678223e-01,1.080317795276641846e-01,2.267154604196548462e-01
4.702156542066697753e-01,6.478586420783728705e+00,1.377790459085025354e+01,1.778294944763183594e+01,-4.005044937133789062e+00,2.906860709190368652e-01
3.152584126782819851e+00,1.555911253707369823e+00,4.935352051319122912e-01,6.228563189506530762e-01,-1.293211281299591064e-01,2.620302140712738037e-01
4.616258385377219220e+00,1.255470444926408824e+01,2.719671084494152513e+00,2.658443212509155273e+00,6.122779846191406250e-02,2.251294255256652832e-02
6.945205069356403804e-01,8.579213174978583822e+00,1.235271397936360671e+01,1.565938949584960938e+01,-3.306675910949707031e+00,2.676882147789001465e-01
2.158523492860434878e+00,1.507216388772353355e+01,6.982626752767089329e+00,7.501214504241943359e+00,-5.185875892639160156e-01,7.426826655864715576e-02
8.759564444270477868e-01,5.462913297130371326e+00,6.236512479457349656e+00,5.990692138671875000e+00,2.458205223083496094e-01,3.941634297370910645e-02
8.294935594695795888e-01,5.711550645738977749e+00,6.885587694485820087e+00,6.673831939697265625e+00,2.117557525634765625e-01,3.075347468256950378e-02
6.579710474027815614e-01,3.231654661482791013e+00,4.911545385224999727e+00,4.778698444366455078e+00,1.328468322753906250e-01,2.704786881804466248e-02
8.342029712276830544e-01,3.682854559095462665e+00,4.414818318946365672e+00,4.305958271026611328e+00,1.088600158691406250e-01,2.465786971151828766e-02
2.679223456415821047e+00,6.147207335186474886e+00,2.294398894002671607e+00,2.374777078628540039e+00,-8.037829399108886719e-02,3.503239899873733521e-02
3.675897440281899797e+00,8.684097955719790818e+00,2.362442939935184505e+00,2.318546295166015625e+00,4.389667510986328125e-02,1.858105137944221497e-02
4.710749908805217601e+00,1.064474832013260475e+01,2.259671713889056743e+00,2.222385406494140625e+00,3.728628158569335938e-02,1.650075241923332214e-02
6.939195163417456458e-01,2.450100032496010272e+00,3.530812975851467694e+00,3.724114656448364258e+00,-1.933016777038574219e-01,5.474707484245300293e-02
6.342746509506467234e-01,9.516776879371185771e+00,1.500418921851519904e+01,2.130949783325195312e+01,-6.305308341979980469e+00,4.202365279197692871e-01
3.293391643728648122e-01,6.052727261005209414e+00,1.837840110067368471e+01,2.174016571044921875e+01,-3.361764907836914062e+00,1.829193383455276489e-01
7.460894174915991828e-01,3.233510522533612708e+00,4.333945029544693739e+00,4.235901355743408203e+00,9.804344177246093750e-02,2.262221835553646088e-02
2.113920580523633574e-01,9.862135575753839589e+00,4.665329278033197369e+01,4.081469345092773438e+01,5.838600158691406250e+00,1.251487284898757935e-01
2.267864178416569398e+00,1.797601192306352402e+01,7.926405864223507791e+00,8.486871719360351562e+00,-5.604658126831054688e-01,7.070869207382202148e-02
1.913956514147826304e+00,1.372930113039723565e+01,7.173256565084548342e+00,7.658191680908203125e+00,-4.849352836608886719e-01,6.760323047637939453e-02
7.414292269255754464e-01,2.582618500536702832e+00,3.483297402836193157e+00,3.651369571685791016e+00,-1.680722236633300781e-01,4.825089871883392334e-02
1.739788390060741374e+00,4.309185471654133792e+00,2.476844595740569144e+00,2.623842954635620117e+00,-1.469984054565429688e-01,5.934906378388404846e-02
2.923871673051601228e+00,6.663992335690933189e+00,2.279167173139245328e+00,2.317598342895507812e+00,-3.843116760253906250e-02,1.686193421483039856e-02
3.339111389389941564e+00,1.386452067592217752e+01,4.152158780919026348e+00,4.173117160797119141e+00,-2.095842361450195312e-02,5.047596991062164307e-03
1.611525718843140442e+00,4.950327931897011702e+00,3.071826824737668105e+00,3.131066560745239258e+00,-5.923962593078613281e-02,1.928481832146644592e-02
2.221771167041811879e+00,1.071879420822973650e+01,4.824436632914508749e+00,4.709886074066162109e+00,1.145505905151367188e-01,2.374382689595222473e-02
2.189131084037273300e+00,3.191395159690546546e+00,1.457836482685569202e+00,1.700257539749145508e+00,-2.424210309982299805e-01,1.662882119417190552e-01
4.112513166119308172e-01,1.002374556556817531e+01,2.437377136722186677e+01,3.266542434692382812e+01,-8.291652679443359375e+00,3.401875197887420654e-01
6.141240262384005666e-01,8.317406740431005474e+00,1.354352929550132778e+01,1.833103370666503906e+01,-4.787504196166992188e+00,3.534901440143585205e-01
3.406177201268182575e+00,6.624323389430222697e+00,1.944797054881309162e+00,1.909650564193725586e+00,3.514647483825683594e-02,1.807205192744731903e-02
3.863681960632260104e+00,1.915646941524820690e+01,4.958086511891211856e+00,4.766363143920898438e+00,1.917233467102050781e-01,3.866881877183914185e-02
2.419459072702788482e+00,1.055448655581751716e+00,4.362333165663783152e-01,6.560385823249816895e-01,-2.198052704334259033e-01,5.038709044456481934e-01
2.882024914775322078e+00,6.176968525578560687e+00,2.143273812072546303e+00,2.198322057723999023e+00,-5.504822731018066406e-02,2.568417787551879883e-02
3.007122404992498943e+00,1.155362660535598707e+01,3.842087234684684383e+00,3.851244211196899414e+00,-9.156942367553710938e-03,2.383325016126036644e-03
1.394260989854375410e+00,1.206082664682786287e+01,8.650336439584071613e+00,9.063060760498046875e+00,-4.127244949340820312e-01,4.771196097135543823e-02
9.989398316399785704e-01,8.116318649779525884e+00,8.124932446086177151e+00,8.053953170776367188e+00,7.097911834716796875e-02,8.735964074730873108e-03
1.346407203092922167e+00,3.815098127724478871e+00,2.833539600026322436e+00,3.033626794815063477e+00,-2.000873088836669922e-01,7.061391323804855347e-02
1.304771817302740500e+00,9.380855826304500766e+00,7.189652398912832254e+00,7.220717430114746094e+00,-3.106498718261718750e-02,4.320791456848382950e-03
4.891430604239218383e+00,5.967561073139970418e+00,1.220003217048220900e+00,9.681499600410461426e-01,2.518532872200012207e-01,2.064365744590759277e-01
4.582507512359504709e+00,3.643881941364498722e+00,7.951720606101714273e-01,5.709113478660583496e-01,2.242606878280639648e-01,2.820279002189636230e-01
2.564821628641426599e-01,1.281862209402202968e+00,4.997861040657237020e+00,3.753692865371704102e+00,1.244168043136596680e+00,2.489401102066040039e-01
7.239956429397080839e-01,1.545210075095521240e+01,2.134280903710081034e+01,2.823159599304199219e+01,-6.888786315917968750e+00,3.227684795856475830e-01
1.893778446179599673e+00,1.908384959555424487e+01,1.007712894507428381e+01,1.052634048461914062e+01,-4.492111206054687500e-01,4.457728937268257141e-02
3.134802117013239520e-01,4.666891947832589871e+00,1.488735739491935384e+01,1.691975593566894531e+01,-2.032398223876953125e+00,1.365184038877487183e-01
6.999447798304094803e-01,9.654564183208046657e+00,1.379332264689118048e+01,1.870591926574707031e+01,-4.912596702575683594e+00,3.561576008796691895e-01
2.012062414156282397e+00,1.512106170981552822e+01,7.515205096734655754e+00,8.076088905334472656e+00,-5.608839988708496094e-01,7.463322579860687256e-02
1.759922609598192800e+00,8.595870332879034237e+00,4.884232003156976809e+00,4.558308601379394531e+00,3.259234428405761719e-01,6.672972440719604492e-02
3.515809599440023803e+00,1.232702441506057056e+01,3.506169508446629557e+00,3.541121244430541992e+00,-3.495168685913085938e-02,9.968624450266361237e-03
2.348305570170097223e+00,1.423577011274031534e+01,6.062145528918180482e+00,6.425676345825195312e+00,-3.635306358337402344e-01,5.996732041239738464e-02
8.719975395360018977e-01,1.190176112815637843e+00,1.364884714524472020e+00,1.639703512191772461e+00,-2.748187780380249023e-01,2.013494372367858887e-01
4.303659143790138586e+00,5.487836194855688632e+00,1.275155864231076519e+00,1.056051731109619141e+00,2.191041707992553711e-01,1.718253940343856812e-01
2.816701214262922193e+00,3.414287599098288162e+00,1.212158244477394176e+00,1.358908891677856445e+00,-1.467506885528564453e-01,1.210656240582466125e-01
3.605745044651456066e-01,6.156730186209042444e+00,1.707477958082910519e+01,2.091976547241210938e+01,-3.844985961914062500e+00,2.251850962638854980e-01
1.895217845177169291e+00,1.078131397532639868e+00,5.688693784074482229e-01,8.397283554077148438e-01,-2.708590030670166016e-01,4.761357009410858154e-01
2.216737415978402015e-01,2.104364597541215520e+00,9.493071134058569172e+00,8.404502868652343750e+00,1.088568687438964844e+00,1.146698072552680969e-01
1.147758104809969870e+00,1.081034051839013266e+01,9.418657531658171322e+00,9.987743377685546875e+00,-5.690860748291015625e-01,6.042114645242691040e-02
3.258959700699295414e-01,2.013422530333829119e+00,6.178114230445368449e+00,6.410447120666503906e+00,-2.323327064514160156e-01,3.760576248168945312e-02
4.154573406840604832e+00,9.737741022715823647e+00,2.343860625180529844e+00,2.220106601715087891e+00,1.237540245056152344e-01,5.279922485351562500e-02
2.867845839739449509e+00,6.438799708144053113e+00,2.245169394715106126e+00,2.293903827667236328e+00,-4.873442649841308594e-02,2.170634642243385315e-02
3.275737054262837677e+00,1.463327380983482584e+00,4.467169851374975797e-01,5.650774240493774414e-01,-1.183604300022125244e-01,2.649561762809753418e-01
2.686625081456581743e+00,1.068295284013404967e+01,3.976346723578630726e+00,3.907225608825683594e+00,6.912112236022949219e-02,1.738307252526283264e-02
1.287919141863102190e+00,1.267955496322566944e+01,9.844993020977575782e+00,1.046612167358398438e+01,-6.211290359497070312e-01,6.309086084365844727e-02
5.327396973705466054e-01,4.446400684467077369e+00,8.346291268349741443e+00,8.918630599975585938e+00,-5.723390579223632812e-01,6.857405602931976318e-02
1.787503146189271419e+00,1.316221441668758629e+01,7.363463636272612689e+00,7.785923957824707031e+00,-4.224605560302734375e-01,5.737253278493881226e-02
4.188955570633366987e-01,2.630046848241169410e+00,6.278526482064139103e+00,6.767364501953125000e+00,-4.888381958007812500e-01,7.785874605178833008e-02
1.074232405999892004e+00,8.082801601622943366e+00,7.524257838879379712e+00,7.341753959655761719e+00,1.825037002563476562e-01,2.425537630915641785e-02
4.198950137021796314e-01,1.435874496201077433e+00,3.419603589814250277e+00,3.356783628463745117e+00,6.281995773315429688e-02,1.837053894996643066e-02
4.412113577111399287e+00,1.560924084393186106e+01,3.537814829814784900e+00,3.357776403427124023e+00,1.800384521484375000e-01,5.088973417878150940e-02
2.129143209760271827e+00,1.529261797368167031e+01,7.182522013351801959e+00,7.725790023803710938e+00,-5.432682037353515625e-01,7.563752681016921997e-02
2.973315131788377030e+00,1.781318331110377073e+01,5.991017608816180839e+00,6.110307693481445312e+00,-1.192898750305175781e-01,1.991145312786102295e-02
2.207199709706869406e+00,2.364127334052009921e+00,1.071098063149882096e+00,1.296593904495239258e+00,-2.254958152770996094e-01,2.105277031660079956e-01
4.396559903515925072e+00,5.104359403266492734e+00,1.160989390633467844e+00,9.297419786453247070e-01,2.312474250793457031e-01,1.991813331842422485e-01
3.044822990214200997e-01,5.136227377159253926e+00,1.686872239754706726e+01,1.923797798156738281e+01,-2.369255065917968750e+00,1.404525488615036011e-01
5.326185224853854372e-01,5.510845536177435555e+00,1.034670275915657278e+01,1.244049549102783203e+01,-2.093792915344238281e+00,2.023632973432540894e-01
2.397056051457901571e+00,1.776678758810895076e+01,7.411919957943035264e+00,7.922768115997314453e+00,-5.108480453491210938e-01,6.892249733209609985e-02
9.400374472101865608e-01,1.254676308633516335e+01,1.334708859053546171e+01,1.430014801025390625e+01,-9.530591964721679688e-01,7.140577584505081177e-02
2.209084290738055234e+00,1.997329734857236616e+01,9.041437410203704061e+00,9.559130668640136719e+00,-5.176935195922851562e-01,5.725787952542304993e-02
4.533295619485013361e+00,1.734026652845355798e+01,3.825090614854592452e+00,3.687114477157592773e+00,1.379761695861816406e-01,3.607134521007537842e-02
9.104275199202087610e-01,5.523848462393689651e+00,6.067312709174046859e+00,5.835456848144531250e+00,2.318558692932128906e-01,3.821393102407455444e-02
5.392242190168999860e-01,1.677893167106303762e+00,3.111679905931146184e+00,3.353589773178100586e+00,-2.419099807739257812e-01,7.774256914854049683e-02
3.737558263913765000e+00,1.334301154949656976e+01,3.569980882525294774e+00,3.563134431838989258e+00,6.846427917480468750e-03,1.917777233757078648e-03
3.888139162044359054e+00,5.856528562569974561e+00,1.506254873730046295e+00,1.385569095611572266e+00,1.206858158111572266e-01,8.012310415506362915e-02
1.648173936229428094e+00,7.951070138956443323e+00,4.824169321076829497e+00,4.498931884765625000e+00,3.252372741699218750e-01,6.741829961538314819e-02
5.183182115863893102e+00,3.493798480339017409e+00,6.740643879067517164e-01,4.136501550674438477e-01,2.604142427444458008e-01,3.863343596458435059e-01
4.133987025335516208e+00,1.120584233647852912e+01,2.710662193132804099e+00,2.594274044036865234e+00,1.163880825042724609e-01,4.293714091181755066e-02
9.579603006184456149e-01,8.854252751909914565e+00,9.242818043914484250e+00,9.507066726684570312e+00,-2.642488479614257812e-01,2.858964167535305023e-02
1.372876817069883293e+00,6.935782199739048082e+00,5.052006205875058775e+00,4.864296436309814453e+00,1.877098083496093750e-01,3.715549781918525696e-02
4.803810878984162258e+00,7.832520041472476713e+00,1.630480516154037440e+00,1.483557462692260742e+00,1.469230651855468750e-01,9.011028707027435303e-02
7.181378569243754839e-01,3.206800978324790385e+00,4.465439257106992521e+00,4.357822895050048828e+00,1.076164245605468750e-01,2.409985102713108063e-02
7.582780259719378302e-01,7.079028219969092817e+00,9.335663143997095403e+00,9.109439849853515625e+00,2.262229919433593750e-01,2.423213049769401550e-02
6.099797980586183499e-01,1.671495490982410903e+00,2.740247293930515582e+00,2.985283851623535156e+00,-2.450366020202636719e-01,8.942134678363800049e-02
5.203598581702141956e+00,1.197303022085763224e+00,2.300913499161795495e-01,3.498597741127014160e-01,-1.197684258222579956e-01,5.205255746841430664e-01
4.753712078953189035e+00,1.153506330496679944e+01,2.426538064018997964e+00,2.557506084442138672e+00,-1.309680938720703125e-01,5.397323146462440491e-02
9.023906825390312081e-01,3.230574787597746411e+00,3.580017890375340350e+00,3.632316827774047852e+00,-5.229902267456054688e-02,1.460859272629022598e-02
3.063112459485341166e+00,2.071325472539502943e+00,6.762159404645311511e-01,7.944488525390625000e-01,-1.182329058647155762e-01,1.748448908329010010e-01
7.567109416572790348e-01,4.747899942817938701e+00,6.274390498992287846e+00,5.981621742248535156e+00,2.927689552307128906e-01,4.666093736886978149e-02
2.009108526448449616e+00,1.780530780839989546e+01,8.862292690517207916e+00,9.435068130493164062e+00,-5.727758407592773438e-01,6.463066488504409790e-02
3.842738599370658648e-01,3.065975780477470103e+00,7.978621759438955685e+00,8.928654670715332031e+00,-9.500327110290527344e-01,1.190722808241844177e-01
6.001909111485730364e-01,3.778379612115398523e+00,6.295296283118966940e+00,6.073594093322753906e+00,2.217020988464355469e-01,3.521710261702537537e-02
4.592740635105036162e+00,1.847576669634323565e+01,4.022819524168643746e+00,3.926410675048828125e+00,9.640884399414062500e-02,2.396549098193645477e-02
1.176589600890256548e+00,9.268335368242084371e+00,7.877288190571525739e+00,8.035315513610839844e+00,-1.580271720886230469e-01,2.006111294031143188e-02
8.191510009319673546e-01,2.821267503216090766e+00,3.444136062833675904e+00,3.587610006332397461e+00,-1.434738636016845703e-01,4.165742918848991394e-02
5.495226328320400588e-01,8.327981248679503068e+00,1.515493766973730239e+01,2.121336364746093750e+01,-6.058425903320312500e+00,3.997658193111419678e-01
6.767793288775751925e-01,3.258852401486550754e+00,4.815236314754606894e+00,4.686859130859375000e+00,1.283769607543945312e-01,2.666057460010051727e-02
7.936783683173067594e-01,3.004181515188768525e+00,3.785137198028961425e+00,3.821948528289794922e+00,-3.681135177612304688e-02,9.725235402584075928e-03
3.865640471531069711e+00,1.038330533082329410e+01,2.686050450705976811e+00,2.635182380676269531e+00,5.086803436279296875e-02,1.893785595893859863e-02
2.053362878312898321e+00,1.980565016698376013e+01,9.645470060925934064e+00,1.012989521026611328e+01,-4.844255447387695312e-01,5.022311583161354065e-02
1.720757305105686807e+00,2.967690372051706493e+00,1.724642030137675031e+00,1.962681293487548828e+00,-2.380392551422119141e-01,1.380224078893661499e-01
2.906125011789700840e-01,1.608968645291774635e+00,5.536474304320829098e+00,5.121111392974853516e+00,4.153628349304199219e-01,7.502298802137374878e-02
4.241916316772931239e+00,1.157552689342711005e+01,2.728843765176697023e+00,2.582622289657592773e+00,1.462213993072509766e-01,5.358364805579185486e-02
6.835093944155558043e-01,3.075823406339379673e+00,4.500045546512795092e+00,4.396872997283935547e+00,1.031727790832519531e-01,2.292705141007900238e-02
2.502120844627310770e-01,7.032595793186924737e+00,2.810653933157423268e+01,2.830996704101562500e+01,-2.034282684326171875e-01,7.237756159156560898e-03
3.306053965115554605e-01,1.001373449804650484e+01,3.028908361360187484e+01,3.614748001098632812e+01,-5.858396530151367188e+00,1.934161037206649780e-01
5.390248033445643738e-01,9.389750980626061505e+00,1.741988665895173582e+01,2.520817375183105469e+01,-7.788286209106445312e+00,4.470916390419006348e-01
3.392379702485106008e-01,8.673442782297197340e+00,2.556742918825808530e+01,3.154447364807128906e+01,-5.977045059204101562e+00,2.337757647037506104e-01
2.735245856826716837e-01,2.484065160877499068e+00,9.081688780106135894e+00,9.013507843017578125e+00,6.818103790283203125e-02,7.507528644055128098e-03
2.924533028018004188e+00,1.657971164936867581e+00,5.669182563687773513e-01,7.217116355895996094e-01,-1.547933816909790039e-01,2.730435729026794434e-01
4.566911007099305309e+00,1.204235752063340037e+01,2.636871509410505521e+00,2.519091129302978516e+00,1.177804470062255859e-01,4.466673731803894043e-02
2.887090418271742731e-01,6.698564558581958650e+00,2.320178306916977107e+01,2.550776672363281250e+01,-2.305984497070312500e+00,9.938824921846389771e-02
7.035293116042774519e-01,6.539431552118842639e+00,9.295179950934517876e+00,9.139501571655273438e+00,1.556787490844726562e-01,1.674832962453365326e-02
8.535799895360087763e-01,2.094917654511203153e+00,2.454272218412669293e+00,2.802745342254638672e+00,-3.484730720520019531e-01,1.419863104820251465e-01
3.643814265561087229e-01,6.217245111053280482e+00,1.706246437919339698e+01,2.096652793884277344e+01,-3.904064178466796875e+00,2.288101017475128174e-01
3.684195746989874731e+00,1.880674033065434347e+00,5.104707138870173688e-01,5.363076925277709961e-01,-2.583700418472290039e-02,5.061408132314682007e-02
3.882903688145334709e+00,1.729333236683484643e+01,4.453711386051656618e+00,4.330815315246582031e+00,1.228961944580078125e-01,2.759410813450813293e-02
2.939460658737491627e+00,1.022083101192095711e+01,3.477111007265815346e+00,3.486143589019775391e+00,-9.032487869262695312e-03,2.597698941826820374e-03
1.350680388518393560e+00,1.567071393687927028e+01,1.160208889541144472e+01,1.209222888946533203e+01,-4.901399612426757812e-01,4.224583879113197327e-02
4.238722590585890515e-01,8.152727532056951887e+00,1.923392568828160520e+01,2.598283576965332031e+01,-6.748910903930664062e+00,3.508857786655426025e-01
9.940441049820710750e-01,7.509632814836327164e+00,7.554627382425627147e+00,7.358671665191650391e+00,1.959557533264160156e-01,2.593850716948509216e-02
2.810080356441551075e-01,7.195218641659386627e+00,2.560502807389751823e+01,2.781796073913574219e+01,-2.212932586669921875e+00,8.642570674419403076e-02
1.639333755216574318e+00,1.786704509512160399e+01,1.089896736297067648e+01,1.124979972839355469e+01,-3.508319854736328125e-01,3.218946978449821472e-02
1.761183173658861234e-01,1.288985914858770343e+00,7.318863444401980445e+00,4.446181297302246094e+00,2.872682094573974609e+00,3.925038576126098633e-01
9.023151452212659906e-01,1.422377623275367675e+01,1.576364567089885149e+01,1.709449386596679688e+01,-1.330847740173339844e+00,8.442512154579162598e-02
9.500050668272802534e-01,7.200436073504487666e+00,7.579365968596031067e+00,7.397526741027832031e+00,1.818389892578125000e-01,2.399132028222084045e-02
1.824593468243447703e+00,1.166912670277475605e+01,6.395466664696946246e+00,6.636893749237060547e+00,-2.414269447326660156e-01,3.774970024824142456e-02
6.839410849710682028e-01,8.347605104754936889e+00,1.220515229774221666e+01,1.533052062988281250e+01,-3.125368118286132812e+00,2.560695707798004150e-01
