# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
1.063856021977753308e+00,8.484102752169064843e+00,7.974859921737116331e+00,4.183286190032958984e+00,3.791573524475097656e+00,4.754407703876495361e-01
4.018103933197770594e+00,6.680319105686745473e+00,1.662555079895674970e+00,2.851781606674194336e+00,-1.189226508140563965e+00,7.153005003929138184e-01
4.685634400949338030e+00,1.006487782144639187e+00,2.148028838828566212e-01,7.547308802604675293e-01,-5.399279594421386719e-01,2.513597249984741211e+00
2.961944188751381990e+00,1.186069878267769262e+01,4.004362684388598659e+00,3.258891344070434570e+00,7.454712390899658203e-01,1.861647665500640869e-01
3.372084607324917549e+00,1.686552184895859341e+01,5.001512065362454962e+00,2.922304868698120117e+00,2.079207181930541992e+00,4.157157242298126221e-01
1.987277180708747482e-01,2.208236048527008499e+00,1.111186738298608923e+01,7.144871354103088379e-01,1.039737987518310547e+01,9.357005357742309570e-01
2.958069784805386071e-01,5.769795074298985860e+00,1.950527030814652107e+01,2.879309415817260742e+00,1.662596130371093750e+01,8.523830175399780273e-01
4.324498936738495614e-01,5.164153668533256081e+00,1.194162316623904907e+01,2.498369932174682617e+00,9.443252563476562500e+00,7.907847166061401367e-01
2.717061832082099948e-01,5.913062776956674149e+00,2.176270965620779307e+01,2.947915792465209961e+00,1.881479454040527344e+01,8.645427823066711426e-01
1.232717239748256643e-01,9.484088587411472204e+00,7.693644804828312544e+01,2.841378688812255859e+00,7.409506988525390625e+01,9.630684852600097656e-01
4.546128561453341987e+00,4.215521290381627040e+00,9.272771839593502152e-01,4.058619022369384766e+00,-3.131341934204101562e+00,3.376921176910400391e+00
1.858354233650393872e-01,3.783782272402398394e+00,2.036093121476553236e+01,2.315744638442993164e+00,1.804518699645996094e+01,8.862652778625488281e-01
1.943319177761496430e+00,3.429879215876908027e+00,1.764959279529045189e+00,1.587886333465576172e+00,1.770730018615722656e-01,1.003269553184509277e-01
2.193964518303416877e+00,1.254135906810399526e+01,5.716299859672377970e+00,3.726080656051635742e+00,1.990219354629516602e+00,3.481656610965728760e-01
1.436026053278998793e+00,1.369040630989884910e+01,9.533536162967513050e+00,3.445451498031616211e+00,6.088084220886230469e+00,6.385966539382934570e-01
1.273467452454259519e+00,4.960934242801075200e+00,3.895611335209419046e+00,2.884328603744506836e+00,1.011282682418823242e+00,2.595953643321990967e-01
2.613716594396104376e-01,7.394125590220188116e+00,2.828969906711936133e+01,2.589266538619995117e+00,2.570043373107910156e+01,9.084731936454772949e-01
5.782005159091070379e-01,7.177767954590640542e+00,1.241397708423868806e+01,2.390006065368652344e+00,1.002397060394287109e+01,8.074745535850524902e-01
2.603052584980897421e+00,7.833063356159525981e+00,3.009183679713103743e+00,3.670997381210327148e+00,-6.618137359619140625e-01,2.199313193559646606e-01
9.146212698012138320e-01,1.114166708357300450e+01,1.218172751000483700e+01,2.339969873428344727e+00,9.841757774353027344e+00,8.079115152359008789e-01
5.493886029128447035e+00,3.820835435924760937e+00,6.954704585546163109e-01,5.921472311019897461e-01,1.033232212066650391e-01,1.485659331083297729e-01
1.247135594512183143e+00,5.394283484009789298e+00,4.325338405660501984e+00,2.469336271286010742e+00,1.856002092361450195e+00,4.290998578071594238e-01
4.791173618449559690e+00,3.596378916073015297e+00,7.506258805200251016e-01,4.446033477783203125e+00,-3.695407629013061523e+00,4.923101425170898438e+00
3.094884932406654077e+00,3.702027476913389403e+00,1.196176128601526889e+00,2.666482210159301758e+00,-1.470306038856506348e+00,1.229171872138977051e+00
4.469611290344677634e+00,1.820282122624820431e+01,4.072573663300478763e+00,2.422829389572143555e+00,1.649744272232055664e+00,4.050864279270172119e-01
5.806577146336537432e+00,2.709062896641039941e+00,4.665507455369350964e-01,4.451156139373779297e+00,-3.984605312347412109e+00,8.540561676025390625e+00
1.900886257582173000e+00,1.364116950406304163e+01,7.176215541383255569e+00,2.989074468612670898e+00,4.187141418457031250e+00,5.834748744964599609e-01
3.673240278118555135e+00,5.667666133396927819e+00,1.542960902165627646e+00,1.252849102020263672e+00,2.901117801666259766e-01,1.880227774381637573e-01
1.024959202963036775e+00,3.557117854288307512e+00,3.470497014910541189e+00,1.937990427017211914e+00,1.532506704330444336e+00,4.415813088417053223e-01
8.032393466193494813e-01,6.471562536669253518e+00,8.056829591212851582e+00,4.055212497711181641e+00,4.001616954803466797e+00,4.966739118099212646e-01
8.893438510465395686e-01,7.709694445840154842e+00,8.668969192025935300e+00,3.126160383224487305e+00,5.542808532714843750e+00,6.393849849700927734e-01
3.771700868249256988e+00,5.706028488759109507e+00,1.512852871444104297e+00,1.378200888633728027e+00,1.346520185470581055e-01,8.900535851716995239e-02
3.712785108507008491e+00,6.677492792033421054e+00,1.798513136872224250e+00,2.736460208892822266e+00,-9.379470348358154297e-01,5.215124487876892090e-01
1.352914203863688991e+00,1.193920468909581878e+01,8.824805486555995060e+00,2.778992891311645508e+00,6.045812606811523438e+00,6.850930452346801758e-01
3.993454894385067178e+00,4.560274893823528686e+00,1.141937248430032303e+00,3.896561145782470703e+00,-2.754623889923095703e+00,2.412237405776977539e+00
7.639646523372078946e-01,8.307061785159094214e+00,1.087362060501776106e+01,3.867443561553955078e+00,7.006177425384521484e+00,6.443278789520263672e-01
1.226214871391828054e-01,9.001132821539584938e+00,7.340583637941655581e+01,3.443596124649047852e+00,6.996224212646484375e+01,9.530882835388183594e-01
3.703971993618403236e+00,8.549784915675811447e+00,2.308274719788996343e+00,1.332067608833312988e+00,9.762071371078491211e-01,4.229163527488708496e-01
2.011267149817427047e+00,1.114520539467014260e+01,5.541384890456670043e+00,2.759238958358764648e+00,2.782145738601684570e+00,5.020669102668762207e-01
7.112219867791729211e-01,8.514789097703268084e+00,1.197205549882279207e+01,4.233895301818847656e+00,7.738160133361816406e+00,6.463518738746643066e-01
4.704341620667811696e+00,1.245012614269154660e+01,2.646518290252094285e+00,2.069724082946777344e+00,5.767941474914550781e-01,2.179445177316665649e-01
3.353818348055953802e+00,1.131684220205987401e+01,3.374315788038937836e+00,3.145514965057373047e+00,2.288007736206054688e-01,6.780657172203063965e-02
3.942130685510769617e+00,1.452847973356393929e+01,3.685438381574487998e+00,3.202500820159912109e+00,4.829375743865966797e-01,1.310393810272216797e-01
3.477582561841210396e+00,1.461672507214369254e+01,4.203128124844532465e+00,3.020451307296752930e+00,1.182677030563354492e+00,2.813801765441894531e-01
3.563413541745559687e+00,1.230451167738232954e+01,3.453012549128633424e+00,3.031196832656860352e+00,4.218156337738037109e-01,1.221587359905242920e-01
5.393980802235851968e+00,1.947375815897566032e+00,3.610275763477619471e-01,2.141675949096679688e+00,-1.780648350715637207e+00,4.932167053222656250e+00
1.232717239748256643e+00,9.484088587411472204e+00,7.693644804828309702e+00,2.847820758819580078e+00,4.845824241638183594e+00,6.298476457595825195e-01
5.306270256125769080e-01,5.879871729413037151e+00,1.108098804923303859e+01,3.109817266464233398e+00,7.971170425415039062e+00,7.193555831909179688e-01
1.858354233650393983e+00,3.783782272402398394e+00,2.036093121476552970e+00,2.040702819824218750e+00,-4.609584808349609375e-03,2.263935981318354607e-03
3.048978680348981563e-01,9.278274997974083504e+00,3.043076377599369309e+01,3.424970388412475586e+00,2.700579261779785156e+01,8.874503970146179199e-01
4.297929546872790496e+00,8.014777282270344472e+00,1.864799595912865593e+00,2.000979423522949219e+00,-1.361798048019409180e-01,7.302650809288024902e-02
8.829469291222066252e-01,6.030801503036970601e+00,6.830310298527876078e+00,3.439351797103881836e+00,3.390958547592163086e+00,4.964574575424194336e-01
3.307106288828984830e+00,3.493798480339017409e+00,1.056451826825360207e+00,2.045790910720825195e+00,-9.893391132354736328e-01,9.364734888076782227e-01
2.788150361559682988e+00,1.573079221210794998e+01,5.642017169873216886e+00,2.791601419448852539e+00,2.850415945053100586e+00,5.052121877670288086e-01
2.812413698779254290e+00,5.798262959386159210e+00,2.061667869809812093e+00,1.888551235198974609e+00,1.731166839599609375e-01,8.396923542022705078e-02
9.891412614572459017e-01,4.238208438080782514e+00,4.284735257972021039e+00,2.744503736495971680e+00,1.540231466293334961e+00,3.594694733619689941e-01
2.170284384251918830e+00,1.645735165404275691e+01,7.583039242903407917e+00,3.401245594024658203e+00,4.181793689727783203e+00,5.514667034149169922e-01
2.907127929115969955e+00,1.882800096482024799e+01,6.476495504807614267e+00,3.204045057296752930e+00,3.272450685501098633e+00,5.052810907363891602e-01
3.349945729203863687e-01,6.443850640592241774e+00,1.923568666923945969e+01,4.015780448913574219e+00,1.521990680694580078e+01,7.912328243255615234e-01
1.442918623208377271e+00,1.943006128868414395e+00,1.346580533105932176e+00,1.968698263168334961e+00,-6.221177577972412109e-01,4.619981944561004639e-01
2.180032363387047756e+00,9.265773640016909951e+00,4.250291782650863937e+00,2.833058118820190430e+00,1.417233705520629883e+00,3.334438502788543701e-01
4.311416808579306981e+00,1.432950337622582282e+01,3.323618200799209443e+00,3.067433118820190430e+00,2.561850547790527344e-01,7.708016782999038696e-02
1.851659828759489312e-01,7.140539182464024748e+00,3.856291026871709704e+01,3.248055458068847656e+00,3.531485748291015625e+01,9.157725572586059570e-01
2.689416537177406141e+00,7.116616480475552287e+00,2.646156287840997212e+00,2.895017862319946289e+00,-2.488615512847900391e-01,9.404642879962921143e-02
3.874141896541396957e+00,8.656428270611145948e+00,2.234411774731092759e+00,1.584896802902221680e+00,6.495149135589599609e-01,2.906872034072875977e-01
6.495331056360011068e+00,1.157617490460154386e+00,1.782230159503038480e-01,7.040604352951049805e-01,-5.258374214172363281e-01,2.950446128845214844e+00
2.755228354519296818e+00,4.090217311719213988e+00,1.484529333116866523e+00,1.906594514846801758e+00,-4.220651388168334961e-01,2.843090593814849854e-01
4.141654267116171795e+00,4.308949644246594879e+00,1.040393370943275553e+00,3.988866329193115234e+00,-2.948472976684570312e+00,2.833998203277587891e+00
8.014708010020239470e-01,1.746087171905161828e+00,2.178603599435124938e+00,1.804761171340942383e+00,3.738424777984619141e-01,1.715972870588302612e-01
2.013536269225421060e-01,9.433070897812189770e+00,4.684827903021066220e+01,2.963727474212646484e+00,4.388455200195312500e+01,9.367377758026123047e-01
7.712874113865849646e-01,3.385188395741574929e+00,4.389010303767099330e+00,1.794049978256225586e+00,2.594960451126098633e+00,5.912404656410217285e-01
1.480514819001393922e+00,2.311187194796023192e+00,1.561069950218341607e+00,1.784532546997070312e+00,-2.234625816345214844e-01,1.431470662355422974e-01
1.954115182175275578e+00,1.974692083562537803e+01,1.010530035063929333e+01,3.173892736434936523e+00,6.931406974792480469e+00,6.859179735183715820e-01
2.560497518071049861e-01,8.427818244150975246e+00,3.291476826152157997e+01,3.759150266647338867e+00,2.915561866760253906e+01,8.857914209365844727e-01
9.973029444459828863e-01,5.259258480679416259e+00,5.273481352851129955e+00,2.690213680267333984e+00,2.583267688751220703e+00,4.898600280284881592e-01
3.628207260114456822e+00,1.836870427750213963e+01,5.062749440869227513e+00,2.517488718032836914e+00,2.545260667800903320e+00,5.027427673339843750e-01
3.670082858964942574e-01,7.056787736591763505e+00,1.922787034454573529e+01,3.334261178970336914e+00,1.589361000061035156e+01,8.265923261642456055e-01
4.532899932502620466e+00,1.082282785110054846e+01,2.387616760188494336e+00,1.659283757209777832e+00,7.283331155776977539e-01,3.050460517406463623e-01
7.627060668710815561e-01,8.499442030296499695e+00,1.114379759055088392e+01,4.129165172576904297e+00,7.014632701873779297e+00,6.294651627540588379e-01
2.976761850379123775e+00,1.321490634261562391e+01,4.439356255836373499e+00,3.230828046798706055e+00,1.208528280258178711e+00,2.722305059432983398e-01
7.609069753263727476e-01,1.975305836135049953e+00,2.595988603321437438e+00,1.701523303985595703e+00,8.944652080535888672e-01,3.445566892623901367e-01
4.376729898100009564e+00,5.951849908493992203e+00,1.359885130466415681e+00,2.886195421218872070e+00,-1.526310324668884277e+00,1.122381806373596191e+00
3.456449147113215270e-01,1.707458047336232188e+00,4.939919479973488237e+00,1.631124496459960938e+00,3.308794975280761719e+00,6.698074936866760254e-01
2.498143967887786587e+00,1.279821423477085851e+01,5.123089141092183496e+00,3.380104780197143555e+00,1.742984533309936523e+00,3.402213752269744873e-01
4.042879469219546884e+00,6.585488007503196073e+00,1.628910299612391421e+00,2.788111925125122070e+00,-1.159201622009277344e+00,7.116423845291137695e-01
8.978607397684912339e-01,1.544808896818015809e+00,1.720543986828443561e+00,1.538263559341430664e+00,1.822804212570190430e-01,1.059434860944747925e-01
1.845086998762943464e+00,1.779526916029968930e+01,9.644677552999235459e+00,3.964058399200439453e+00,5.680618762969970703e+00,5.889900326728820801e-01
3.217934802393256355e+00,7.335135542756463067e+00,2.279454368466740100e+00,3.283704519271850586e+00,-1.004250049591064453e+00,4.405659735202789307e-01
8.618155378030132319e-01,5.116300149325294200e+00,5.936653407721151687e+00,2.793040037155151367e+00,3.143613576889038086e+00,5.295261740684509277e-01
4.980748720450337563e-01,1.371974847513055540e+00,2.754555438381978139e+00,1.095745325088500977e+00,1.658810138702392578e+00,6.022061109542846680e-01
3.047635502598887935e+00,4.205115295533151887e+00,1.379796006427676636e+00,3.143326282501220703e+00,-1.763530254364013672e+00,1.278109431266784668e+00
9.414811775602465183e-01,1.011020636701714892e+01,1.073861762506684414e+01,1.726596593856811523e+00,9.012021064758300781e+00,8.392161130905151367e-01
2.543159437581088422e+00,6.058595704574408991e+00,2.382310607445440986e+00,1.335315942764282227e+00,1.046994686126708984e+00,4.394870698451995850e-01
1.333023301253086768e+00,5.626582984840712065e+00,4.220918703785248027e+00,2.647713184356689453e+00,1.573205471038818359e+00,3.727163672447204590e-01
1.584718030209809836e+00,5.633588940704074233e+00,3.554947210361588450e+00,2.772719144821166992e+00,7.822279930114746094e-01,2.200392782688140869e-01
1.987681317345132648e+00,6.127789610383616470e+00,3.082883335930461932e+00,3.808222055435180664e+00,-7.253386974334716797e-01,2.352793216705322266e-01
1.826055793826053986e+00,1.286684336730161604e+01,7.046248756913550793e+00,3.561217784881591797e+00,3.485031127929687500e+00,4.945938289165496826e-01
1.659713517461441912e+00,7.859127226870645799e+00,4.735231197545047621e+00,3.649775505065917969e+00,1.085455894470214844e+00,2.292297482490539551e-01
3.736472173473825098e+00,3.258212255775205346e+00,8.720022803611625628e-01,3.511001348495483398e+00,-2.638998985290527344e+00,3.026366949081420898e+00
4.518393696143642835e+00,1.771526958782991557e+01,3.920700757649680401e+00,2.349865198135375977e+00,1.570835590362548828e+00,4.006517529487609863e-01
3.915208089141393177e+00,3.703353056527889375e+00,9.458892023642185842e-01,3.815147161483764648e+00,-2.869257926940917969e+00,3.033397674560546875e+00
4.363169051261023057e+00,2.334056955752208395e+00,5.349453409506629287e-01,2.965555667877197266e+00,-2.430610179901123047e+00,4.543660640716552734e+00
1.098811830617305585e+00,1.189194728200407525e+01,1.082255118724309284e+01,2.593767404556274414e+00,8.228783607482910156e+00,7.603368163108825684e-01
3.519945111686832551e+00,1.337599850810256008e+01,3.800058831511863744e+00,2.549152374267578125e+00,1.250906467437744141e+00,3.291808068752288818e-01
3.710763501684260834e+00,9.168390732485718786e+00,2.470755877685097524e+00,2.674551725387573242e+00,-2.037959098815917969e-01,8.248322457075119019e-02
1.892942006820341971e+00,1.768319591142573444e+01,9.341646943071951981e+00,3.069055080413818359e+00,6.272592067718505859e+00,6.714653372764587402e-01
4.030293379523285147e+00,1.358525534759014342e+01,3.370785714164820313e+00,3.133153915405273438e+00,2.376317977905273438e-01,7.049745321273803711e-02
2.514261686423749920e-01,4.728729522882151315e+00,1.880762670177036711e+01,2.030007362365722656e+00,1.677761840820312500e+01,8.920646309852600098e-01
5.053542225869039894e-01,4.907774449815305751e+00,9.711553263951076431e+00,2.320138454437255859e+00,7.391415119171142578e+00,7.610950469970703125e-01
1.817409572086955416e-01,6.062958324802375287e+00,3.336044014470662233e+01,3.244648694992065430e+00,3.011579132080078125e+01,9.027396440505981445e-01
9.054475078967328949e-01,2.357603442953845718e+00,2.603799140637463427e+00,1.602999567985534668e+00,1.000799536705017090e+00,3.843612670898437500e-01
4.107770759936489213e+00,1.898951667607029492e+01,4.622827753991775701e+00,3.122328996658325195e+00,1.500498533248901367e+00,3.245845735073089600e-01
4.522327542464199546e+00,6.785965142960889374e+00,1.500547025672368529e+00,3.149782657623291016e+00,-1.649235606193542480e+00,1.099089622497558594e+00
2.728255144849974112e+00,3.638609853753950851e+00,1.333676529712560122e+00,2.483237028121948242e+00,-1.149560451507568359e+00,8.619484305381774902e-01
3.439865766005158587e+00,1.314159076094337486e+01,3.820378949323125273e+00,1.467967748641967773e+00,2.352411270141601562e+00,6.157533526420593262e-01
4.516858739837570802e+00,1.650666195463113084e+01,3.654456095570684404e+00,2.810122489929199219e+00,8.443336486816406250e-01,2.310422211885452271e-01
1.441643550340399482e+00,1.519089388795252482e+01,1.053720518110434767e+01,3.027270078659057617e+00,7.509934425354003906e+00,7.127065062522888184e-01
3.618675955667108202e+00,1.268316773766104610e+01,3.504919449280416099e+00,2.040743350982666016e+00,1.464176177978515625e+00,4.177488684654235840e-01
3.590644103336235737e-01,8.875928238969059691e+00,2.471959900097595408e+01,3.696517705917358398e+00,2.102308082580566406e+01,8.504620790481567383e-01
4.070121463441983778e+00,1.254039506159860196e+01,3.081086197116473802e+00,1.918966054916381836e+00,1.162120103836059570e+00,3.771786987781524658e-01
4.358559660358661603e+00,7.754869620551429144e+00,1.779227594630031994e+00,1.205065727233886719e+00,5.741618871688842773e-01,3.227028846740722656e-01
9.456949091449600164e-01,7.734658888379247976e+00,8.178809903261990755e+00,3.183429956436157227e+00,4.995380401611328125e+00,6.107710599899291992e-01
3.720707131199764817e+00,1.628589667171588928e+01,4.377097174661097156e+00,3.163942098617553711e+00,1.213155031204223633e+00,2.771597206592559814e-01
4.193326967812204487e+00,6.783667983775880650e+00,1.617729319904462670e+00,3.552764177322387695e+00,-1.935034871101379395e+00,1.196142554283142090e+00
5.249828250381328054e+00,4.305144318100715850e+00,8.200543165936916568e-01,9.793691635131835938e-01,-1.593148708343505859e-01,1.942735612392425537e-01
3.603812791932959225e+00,1.727647306094210933e+01,4.793942987164883540e+00,2.611397981643676758e+00,2.182544946670532227e+00,4.552713632583618164e-01
2.571085634244350882e+00,1.029076283021023919e+01,4.002497113727883971e+00,2.322455644607543945e+00,1.680041551589965820e+00,4.197483360767364502e-01
2.453362698805749975e-01,4.396557548294996565e+00,1.792053637415762779e+01,2.446296930313110352e+00,1.547423934936523438e+01,8.634920120239257812e-01
1.352660379828247050e+00,1.898017480630416998e+01,1.403173707853715690e+01,1.045241951942443848e+00,1.298649501800537109e+01,9.255086779594421387e-01
9.659449279101338659e-01,4.529787004762987124e+00,4.689487851614261515e+00,2.312041044235229492e+00,2.377446889877319336e+00,5.069736838340759277e-01
7.270069892213435470e-01,8.000391642296431627e+00,1.100455946216583492e+01,3.519488096237182617e+00,7.485071182250976562e+00,6.801790595054626465e-01
3.862666679329532782e-01,3.265076280029632017e+00,8.452907152207011166e+00,1.432184696197509766e+00,7.020722866058349609e+00,8.305689692497253418e-01
9.551998439545194008e-01,1.654475529555266444e+00,1.732072654771123155e+00,1.473131895065307617e+00,2.589408159255981445e-01,1.494976580142974854e-01
2.235732926012893973e+00,1.058991403359152450e+01,4.736663270633627576e+00,2.389237165451049805e+00,2.347426176071166992e+00,4.955864548683166504e-01
3.837084055845319419e+00,6.984875064296852010e+00,1.820360190873657080e+00,3.043143987655639648e+00,-1.222783803939819336e+00,6.717262864112854004e-01
9.531398091638517700e-01,2.559352934856791606e+00,2.685181030369511834e+00,9.156175851821899414e-01,1.769563555717468262e+00,6.590108871459960938e-01
6.318142573648027893e-01,9.728220911360182299e+00,1.539727981437939341e+01,2.276235342025756836e+00,1.312104415893554688e+01,8.521663546562194824e-01
2.000476521040326805e+00,6.354584513656469369e+00,3.176535413848214251e+00,2.399318695068359375e+00,7.772166728973388672e-01,2.446743398904800415e-01
3.859350449434319597e+00,1.812135505323700002e+01,4.695441704676785122e+00,2.114683866500854492e+00,2.580757856369018555e+00,5.496304631233215332e-01
2.130688125239037056e+00,4.418382691580562849e+00,2.073688138232278710e+00,3.469401836395263672e+00,-1.395713806152343750e+00,6.730586886405944824e-01
6.314348594283145655e-01,9.372058934455962387e+00,1.484247946485119840e+01,3.239880084991455078e+00,1.160260009765625000e+01,7.817157506942749023e-01
1.834172055659641920e+00,1.762971306549628636e+00,9.611809868707181792e-01,1.688249588012695312e+00,-7.270686030387878418e-01,7.564325928688049316e-01
2.587226578548944556e+00,1.674920544316382021e+01,6.473806964582775159e+00,3.090848922729492188e+00,3.382957935333251953e+00,5.225608348846435547e-01
2.699155429892422742e+00,1.058216080317834695e+01,3.920545177200153830e+00,3.375886917114257812e+00,5.446581840515136719e-01,1.389240920543670654e-01
2.798765405717068555e-01,8.732141905639227986e+00,3.119997798958777935e+01,3.733275651931762695e+00,2.746670150756835938e+01,8.803436160087585449e-01
3.597150298787616940e+00,1.906440167217191117e+01,5.299862415700943963e+00,2.721569776535034180e+00,2.578292608261108398e+00,4.864829480648040771e-01
2.959002252682167100e+00,1.969451390143255054e+01,6.655795507955628132e+00,3.063002347946166992e+00,3.592793226242065430e+00,5.397992134094238281e-01
1.383938703415438454e+00,8.185536603954158608e+00,5.914667017948828764e+00,3.968562364578247070e+00,1.946104764938354492e+00,3.290303051471710205e-01
7.572239130408379149e-01,7.533663078184678952e+00,9.949055950876157794e+00,2.772042036056518555e+00,7.177013397216796875e+00,7.213763594627380371e-01
3.211091000363230030e+00,1.147166638028395624e+01,3.572513634458292398e+00,3.903805255889892578e+00,-3.312916755676269531e-01,9.273349493741989136e-02
2.125533601480338763e+00,3.188928174342587685e+00,1.500295348011267516e+00,9.458508491516113281e-01,5.544445514678955078e-01,3.695569336414337158e-01
