# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse,K,G,frac,act_sigma
1.823618504913497418e+00,1.267791220224597204e+01,6.897059911092571660e+00,1.493713140487670898e+00,5.403346719940953946e+00,7.835173527428607176e-01,3.179800452282787404e+01,2.086930136790361434e-01,5.775277794307386081e+00,8.000000000000000444e-01,6.952063805059570001e+00
1.665952926192441730e+00,1.399782527227817042e+01,7.621325658437003270e+00,1.493713140487670898e+00,6.127612467285383779e+00,8.038591910428000142e-01,4.028732419760036976e+01,4.083644493692003330e+00,9.830068493800114382e+00,8.000000000000000444e-01,8.402293397491362725e+00
4.573979584691064915e+00,8.119726872073609769e+00,1.529598287020887515e+00,1.493713140487670898e+00,3.588509586926852402e-02,1.052298111955907167e+00,2.599056534442882871e+00,1.398035599725752753e+00,4.406903107166705524e+00,8.000000000000000444e-01,1.775199631246721532e+00
3.297359823792298972e+00,1.731284009392498646e+01,3.714521831751322445e+00,1.493713140487670898e+00,2.220808640599703843e+00,5.962800238758212412e-01,7.629647381616448953e+00,9.119563828638160174e+00,7.026374295535049441e+00,8.000000000000000444e-01,5.250515873033675618e+00
1.273467452454259519e+00,4.960934242801075200e+00,2.991700732967378595e+00,1.493713140487670898e+00,1.497987541815759993e+00,5.738669762550819842e-01,4.843873349471445877e+00,4.604164835520761834e+00,1.359933729918820999e+00,8.000000000000000444e-01,3.895611335209419046e+00
2.143332479753713660e+00,5.412562773274060213e+00,2.438571105909961290e+00,1.493713140487670898e+00,9.448579147583420212e-01,6.868421882240106635e-01,3.490431760483210688e+00,3.339614199164280262e-01,6.113582842978365406e+00,8.000000000000000444e-01,2.525302455126330781e+00
4.089591012172109075e+00,1.878451920710562462e+01,4.325892201435193485e+00,1.493713140487670898e+00,2.832179010283574883e+00,6.545639922867060312e-01,1.065146947016640766e+01,1.335263002538876753e+00,7.332795078906499953e+00,8.000000000000000444e-01,4.593251293636961385e+00
4.660542235804273403e+00,1.367169913094247491e+01,1.571589427652136939e+00,1.493713140487670898e+00,7.787623650051804514e-02,1.078212609788440801e+00,2.787935551741355322e+00,9.343884029504703648e+00,8.128405319158824582e+00,8.000000000000000444e-01,2.933499674332023410e+00
4.803810878984162258e+00,7.832520041472476713e+00,8.377732474944036278e-01,1.493713140487670898e+00,-6.559399436572153075e-01,2.033820238724685314e+00,3.128859045022156060e+00,5.627360078706041158e+00,7.451199120449197189e+00,8.000000000000000444e-01,1.630480516154037440e+00
4.667101640223582315e+00,1.704526053318551604e+01,2.685866551989685824e+00,1.493713140487670898e+00,1.192153360838067000e+00,6.325494381194334270e-01,4.056638129687270222e+00,6.191718461595409728e+00,3.828449672524098624e+00,8.000000000000000444e-01,3.652215410583803834e+00
2.959588615215703822e+00,3.387437159889898908e+00,6.595310996371719359e-01,1.493713140487670898e+00,-8.341820915144471105e-01,2.415813106353450923e+00,3.311670872618372563e+00,3.158254476311471493e+00,7.288433873481834802e+00,8.000000000000000444e-01,1.144563518887239839e+00
3.153615455741908491e+00,1.199954635672277803e+01,2.346332285999576328e+00,1.493713140487670898e+00,8.526190948479575038e-01,7.149929195059409048e-01,3.377815475277293977e+00,8.682181841257827770e+00,4.127089926130732778e+00,8.000000000000000444e-01,3.805012540408103217e+00
2.574028588022045483e+00,3.634330460259310058e+00,5.121884051895444490e-01,1.493713140487670898e+00,-9.815247859620745974e-01,3.473388701937494716e+00,3.644410585175195116e+00,6.028967542641863631e+00,9.020473266258983713e+00,8.000000000000000444e-01,1.411923114285233982e+00
2.868427309419824489e+00,7.043989796855000485e+00,2.175191108102684900e+00,1.493713140487670898e+00,6.814779169510660761e-01,7.627477085562139880e-01,3.071159064970468755e+00,1.424728755025647553e+00,6.747482605832503921e+00,8.000000000000000444e-01,2.455697508430058740e+00
2.762181829240587749e+00,1.985482049041860364e+01,5.736992276994788753e+00,1.493713140487670898e+00,4.243279085843168374e+00,7.395089853347360798e-01,2.065806828170130771e+01,8.042389540666459169e+00,4.299844428042730371e+00,8.000000000000000444e-01,7.188093224071830711e+00
4.870016185540567477e+00,1.034431881847114987e+01,1.967026498170366011e+00,1.493713140487670898e+00,4.733133070187470759e-01,8.338989282542197401e-01,2.818135878426592633e+00,8.032671307382318604e-01,8.888618233773888377e+00,8.000000000000000444e-01,2.124083047030559168e+00
1.962474926951862875e+00,1.271242621662801753e+01,4.732971371020724405e+00,1.493713140487670898e+00,3.239258179869105359e+00,6.842424780485381053e-01,1.313375448194859629e+01,9.402644000594561291e+00,3.609111736576555707e+00,8.000000000000000444e-01,6.477752169997449627e+00
4.352808159095855167e+00,1.227050692915131691e+01,1.509439920281847147e+00,1.493713140487670898e+00,1.572672913022820501e-02,1.112840272657038554e+00,2.766479594143558263e+00,8.738270390010830724e+00,9.341665924220341921e+00,8.000000000000000444e-01,2.818986383195000833e+00
2.127989629982619757e+00,3.472877557399047355e+00,1.434439155676668243e+00,1.493713140487670898e+00,-5.927403547495071340e-02,1.115450536291384243e+00,2.607069492952635237e+00,1.014288153320095587e+00,1.774209063364154404e-01,8.000000000000000444e-01,1.631999286306396124e+00
1.997283891584350268e+00,8.741730649689579025e+00,2.778557561020976063e+00,1.493713140487670898e+00,1.284844369869357017e+00,6.157600082877932035e-01,4.323245637342145287e+00,8.852360385953419453e+00,5.526514497018216510e+00,8.000000000000000444e-01,4.376809269089522836e+00
1.552612980617622984e+00,1.042948882715781167e+01,5.471175857811337195e+00,1.493713140487670898e+00,3.977462666659717705e+00,7.271144533380052843e-01,1.843551426382457237e+01,6.458920822394454753e+00,2.290530728258335813e+00,8.000000000000000444e-01,6.717378353367240429e+00
2.262298233424998806e+00,5.942473688136361787e+00,2.419671925093731524e+00,1.493713140487670898e+00,9.259587339421123664e-01,6.921463012811023274e-01,3.457915661826862053e+00,9.594694985717532321e-01,4.351033637149472000e+00,8.000000000000000444e-01,2.626741956625132435e+00
1.426613158262356684e+00,7.505096560054055566e+00,3.874426812531051034e+00,1.493713140487670898e+00,2.380713621379432432e+00,6.125212476846711995e-01,8.396007709686056586e+00,7.386064972913624516e+00,7.967353357604671338e+00,8.000000000000000444e-01,5.260779011175960918e+00
1.666806191748341881e+00,8.483785112652235227e+00,5.054439455582446783e+00,1.493713140487670898e+00,3.560726264430827737e+00,7.045914325491537955e-01,1.528109830371535693e+01,1.336018173466433923e-01,2.284701230136937600e+00,8.000000000000000444e-01,5.089844970970166749e+00
1.754861574546098701e+00,1.952123167651291524e+01,9.885712850376313199e+00,1.493713140487670898e+00,8.391999659224694597e+00,8.489477524898836336e-01,7.304795152578135742e+01,6.548360370911997741e+00,2.389254380027087343e+00,8.000000000000000444e-01,1.112408634371184135e+01
1.987681317345132648e+00,6.127789610383616470e+00,2.136480795176696645e+00,1.493713140487670898e+00,6.427676040250772660e-01,7.829819773303409169e-01,3.094871019002730428e+00,5.293909719423477434e+00,9.729245662077220302e+00,8.000000000000000444e-01,3.082883335930461932e+00
1.087827848966435695e+00,1.111337835015688569e+01,9.634752599667304906e+00,1.493713140487670898e+00,8.141039408515686304e+00,8.450087842712992181e-01,6.898053493697257466e+01,2.865980456004349808e+00,9.467678519847273932e+00,8.000000000000000444e-01,1.021611862641308655e+01
3.086124504968052129e+00,8.529514721685734102e+00,1.592519985407572891e+00,1.493713140487670898e+00,9.880679425595403909e-02,1.026338599154089426e+00,2.672273084837827106e+00,7.080267003616609323e+00,5.629734442149445961e+00,8.000000000000000444e-01,2.763827158611034562e+00
3.951474372759238740e+00,1.625634100320650077e+01,2.543882579636647101e+00,1.493713140487670898e+00,1.050169388485028277e+00,6.721915324514750045e-01,3.868923458313560104e+00,9.994830800495332568e+00,9.811683793228247907e+00,8.000000000000000444e-01,4.113993782997765081e+00
2.689416537177406141e+00,7.116616480475552287e+00,1.920865612729925953e+00,1.493713140487670898e+00,4.271524215783070733e-01,8.574364581814645225e-01,2.811439670736389118e+00,4.098181441179046480e+00,5.530806368583939481e+00,8.000000000000000444e-01,2.646156287840997212e+00
4.249198442751947802e+00,1.278529011435062479e+01,1.967430127282667751e+00,1.493713140487670898e+00,4.737169361310488713e-01,8.348276665251358475e-01,2.836327509318989026e+00,8.130393762492824195e+00,2.906490264000000101e-01,8.000000000000000444e-01,3.008871034526307220e+00
1.011705118305365136e+00,4.594413748899969008e+00,4.223199667448871431e+00,1.493713140487670898e+00,2.729486476297252384e+00,6.466684405421487813e-01,1.005201517955453028e+01,1.510592142727617881e+00,2.753952391321422333e+00,8.000000000000000444e-01,4.541257789221965879e+00
4.619655867002362193e+00,1.279276699679198970e+01,2.473172002116393209e+00,1.493713140487670898e+00,9.794588109647743845e-01,6.788967796750383643e-01,3.561081574857794863e+00,1.628261074244796713e+00,3.875317524000272407e+00,8.000000000000000444e-01,2.769203456943440944e+00
2.739207974219834529e+00,1.802193990205879714e+01,6.364219150444360373e+00,1.493713140487670898e+00,4.870505959292740883e+00,7.653614918876749940e-01,2.632540572964534320e+01,1.080987531849964212e+00,5.372391604503450324e-01,8.000000000000000444e-01,6.579252131153606520e+00
4.050601104229464511e+00,4.992767103827489450e+00,5.069853426769144189e-01,1.493713140487670898e+00,-9.867278484747042944e-01,4.305987211039560059e+00,3.663518800973279532e+00,5.150509945675977086e+00,9.073006800325625676e+00,8.000000000000000444e-01,1.232599057610055837e+00
1.758223470831936197e+00,4.114068048264456934e+00,1.718036451070249715e+00,1.493713140487670898e+00,2.243232599186306686e-01,9.476786444016681576e-01,2.656953378152917544e+00,3.309777210911085454e+00,3.087095094326005817e+00,8.000000000000000444e-01,2.339900539672473467e+00
1.581702319457815697e+00,9.287514158897518968e+00,4.303771846776726306e+00,1.493713140487670898e+00,2.810058655625107260e+00,6.526039262679365072e-01,1.054440290455087670e+01,8.283632115527028716e+00,4.005893373907031929e+00,8.000000000000000444e-01,5.871847088193651309e+00
4.321825199423744657e+00,1.357353335394287264e+01,2.806325894476889182e+00,1.493713140487670898e+00,1.312612703325269914e+00,6.071693836515080767e-01,4.327070548410434370e+00,1.779127253197713143e+00,2.859961802346285609e+00,8.000000000000000444e-01,3.140694666631291820e+00
4.600717708261038652e+00,1.680555544726638928e+01,3.345378208648073670e+00,1.493713140487670898e+00,1.851665017496454624e+00,5.585538818317657972e-01,6.028545719350443477e+00,1.429949583114211054e+00,6.986210422043013235e-01,8.000000000000000444e-01,3.652811694377677387e+00
5.062065223201688724e+00,5.577194945282103689e+00,2.424128120122140684e-01,1.493713140487670898e+00,-1.251300379139404839e+00,3.367384440360132292e+00,4.384938053393705459e+00,7.178945631632147162e+00,8.576204690862249791e+00,8.000000000000000444e-01,1.101762758749007753e+00
3.860497483536056595e+00,9.591941621496653525e+00,1.368385200055604711e+00,1.493713140487670898e+00,-1.253279910960140853e-01,1.174172954954316506e+00,2.640952236534894304e+00,7.547056903494429037e+00,1.187630886931789309e+00,8.000000000000000444e-01,2.484638744722307280e+00
1.438647335040399877e+00,1.150191053039990763e+01,7.439012920608959689e+00,1.493713140487670898e+00,5.945299729457341975e+00,7.993175899335543955e-01,3.796091099934454860e+01,2.820632907891256647e+00,2.490867243167711020e+00,8.000000000000000444e-01,7.994947927997177572e+00
3.509880500307075657e+00,1.518572721473582554e+01,3.881477500743430564e+00,1.493713140487670898e+00,2.387764309591811518e+00,6.145704613779054970e-01,8.347155672562550421e+00,2.445610802717414600e+00,9.577718288029320348e+00,8.000000000000000444e-01,4.326565309960622940e+00
2.288404198752185259e+00,1.162804087565707434e+01,5.039133416742201277e+00,1.493713140487670898e+00,3.545420225590582675e+00,7.037239994388075903e-01,1.517144703447521614e+01,1.453382770785024147e-01,7.690151786352725338e+00,8.000000000000000444e-01,5.081288035565387773e+00
4.634590315456590837e+00,1.978034607679515489e+01,4.051503047404358071e+00,1.493713140487670898e+00,2.557789856252738581e+00,6.314025306892542266e-01,9.156799400453854432e+00,9.909882683701944917e-01,3.277316223212838331e+00,8.000000000000000444e-01,4.267981575594009591e+00
3.958206505050060997e+00,1.335224248255776480e+01,1.988974092916489411e+00,1.493713140487670898e+00,4.952609017648704759e-01,8.283087540969293894e-01,2.868700566184923417e+00,9.750877865227298713e+00,8.520768768119425518e-01,8.000000000000000444e-01,3.373306184384862849e+00
4.929909774717620152e+00,9.294540865073095404e+00,1.738949996060725312e+00,1.493713140487670898e+00,2.452368049091065427e-01,9.329665449497135388e-01,2.656489343976459416e+00,5.872104855292150649e-01,5.913558250419632678e-01,8.000000000000000444e-01,1.885336910776522101e+00
1.641111147321253405e+00,4.457628876211408908e+00,2.493979497538289625e+00,1.493713140487670898e+00,1.000266306386670800e+00,6.736736168887020870e-01,3.600379172261026106e+00,1.020590376019711698e+00,4.688543552846207163e+00,8.000000000000000444e-01,2.716226066398665040e+00
