# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
4.503084114335291765e+00,2.721212888785958128e+00,6.042998131265512329e-01,4.550697505474090576e-01,1.492300331592559814e-01,2.469470202922821045e-01
2.468136721514537335e+00,9.789527983379036513e+00,3.966363734247199790e+00,3.810461044311523438e+00,1.559026241302490234e-01,3.930618613958358765e-02
5.860952491234292516e-01,6.911083152476036773e+00,1.179174061351347014e+01,1.448198890686035156e+01,-2.690248489379882812e+00,2.281468510627746582e-01
3.917979282646441019e-01,6.732808766888293661e+00,1.718439093516734317e+01,2.164708518981933594e+01,-4.462694168090820312e+00,2.596946358680725098e-01
1.621092875883764384e+00,1.729992465021139125e+01,1.067176650244672942e+01,1.104188060760498047e+01,-3.701143264770507812e-01,3.468163684010505676e-02
4.013296097096169746e+00,1.927732849830119477e+01,4.803365620655138279e+00,4.565459728240966797e+00,2.379059791564941406e-01,4.952901601791381836e-02
4.936064080859009273e+00,4.419736612149418598e+00,8.953969275415616380e-01,5.962622761726379395e-01,2.991346716880798340e-01,3.340805172920227051e-01
6.419534388236157740e-01,8.348652695898707066e+00,1.300507512070917748e+01,1.720914268493652344e+01,-4.204067230224609375e+00,3.232635855674743652e-01
2.251564237018508496e+00,1.800824481991652348e+01,7.998103950950473440e+00,8.565022468566894531e+00,-5.669183731079101562e-01,7.088159769773483276e-02
1.863544749468260431e+00,1.520313957302775876e+01,8.158183256595144428e+00,8.702960968017578125e+00,-5.447778701782226562e-01,6.677686423063278198e-02
1.427992058024794841e-01,7.626911361691118607e+00,5.341004047487978568e+01,3.542984390258789062e+01,1.798019790649414062e+01,3.366445302963256836e-01
4.616950582072770537e+00,1.300668516157168497e+01,2.817159276531038259e+00,2.764794111251831055e+00,5.236506462097167969e-02,1.858789660036563873e-02
4.009682018847341212e+00,1.641506401543153260e+01,4.093856804173801933e+00,3.957826852798461914e+00,1.360299587249755859e-01,3.322782367467880249e-02
3.847775623592887495e+00,1.429272274154405409e+01,3.714541631249830722e+00,3.667010545730590820e+00,4.753112792968750000e-02,1.279596053063869476e-02
4.494608339267495145e-01,9.857834842022082711e+00,2.193257809784746470e+01,3.052769660949707031e+01,-8.595117568969726562e+00,3.918881416320800781e-01
1.444764234024280558e+00,1.676597266697742583e+01,1.160464266219899976e+01,1.195507144927978516e+01,-3.504285812377929688e-01,3.019727393984794617e-02
3.067310780840075690e+00,3.165024197908594239e+00,1.031856379757435827e+00,1.115829586982727051e+00,-8.397316932678222656e-02,8.138067275285720825e-02
4.844741959911592843e+00,4.205115295533151887e+00,8.679750810938723360e-01,5.864840149879455566e-01,2.814910411834716797e-01,3.243077397346496582e-01
3.281735450479926097e+00,2.728272070560203044e+00,8.313503972909260797e-01,8.806748390197753906e-01,-4.932445287704467773e-02,5.933052301406860352e-02
4.458194410612675185e+00,1.683587264889458623e+01,3.776388173834906770e+00,3.563114166259765625e+00,2.132740020751953125e-01,5.647565796971321106e-02
1.529390769847247311e+00,7.144626210063847793e+00,4.671550496396312369e+00,4.443173885345458984e+00,2.283763885498046875e-01,4.888663813471794128e-02
2.737358343793239168e+00,7.491237988257692493e+00,2.736666905611218059e+00,2.762603282928466797e+00,-2.593636512756347656e-02,9.477355517446994781e-03
2.391613453615551332e+00,1.805211795559780086e+01,7.548091824081056167e+00,8.061597824096679688e+00,-5.135059356689453125e-01,6.803122162818908691e-02
4.684650357567638146e+00,1.984983039572102115e+01,4.237206382682407124e+00,4.371180534362792969e+00,-1.339740753173828125e-01,3.161849081516265869e-02
9.493583870762122290e-01,1.143400366097815102e+01,1.204392757954352255e+01,1.283716964721679688e+01,-7.932424545288085938e-01,6.586243957281112671e-02
1.900877450341607711e+00,1.491703495897506748e+01,7.847446954717845813e+00,8.399753570556640625e+00,-5.523066520690917969e-01,7.038042694330215454e-02
2.214133126876973723e+00,6.010055079099755559e+00,2.714405473701988036e+00,2.777755022048950195e+00,-6.334948539733886719e-02,2.333825454115867615e-02
8.300357965902567248e-01,1.365892070868686803e+00,1.645582126071790441e+00,1.942151308059692383e+00,-2.965692281723022461e-01,1.802214682102203369e-01
2.130688125239037056e+00,4.418382691580562849e+00,2.073688138232278710e+00,2.276168584823608398e+00,-2.024805545806884766e-01,9.764272719621658325e-02
2.443845855015438495e+00,4.759384469602911949e+00,1.947497817767580131e+00,2.105199575424194336e+00,-1.577017307281494141e-01,8.097659051418304443e-02
3.300973430892419902e+00,1.184041617820513892e+01,3.586946828288791966e+00,3.620403051376342773e+00,-3.345632553100585938e-02,9.327243082225322723e-03
2.687147257795178268e-01,6.057397939245137586e+00,2.254211384088890924e+01,2.398048210144042969e+01,-1.438367843627929688e+00,6.380802392959594727e-02
3.701659610925100097e+00,8.626350222475362983e+00,2.330400719994756287e+00,2.279965877532958984e+00,5.043482780456542969e-02,2.164212614297866821e-02
2.298434761278600913e+00,5.795210709756150713e+00,2.521372721726641952e+00,2.618654727935791016e+00,-9.728193283081054688e-02,3.858292475342750549e-02
1.010875033421931857e+00,4.005412976357273891e+00,3.962322585808133901e+00,3.936703920364379883e+00,2.561855316162109375e-02,6.465539801865816116e-03
3.710763501684260834e+00,9.168390732485718786e+00,2.470755877685097524e+00,2.430276870727539062e+00,4.047894477844238281e-02,1.638322323560714722e-02
4.115479446793448570e-01,5.572271820470808379e+00,1.353978775136979706e+01,1.701700401306152344e+01,-3.477216720581054688e+00,2.568147182464599609e-01
1.943319177761496430e+00,3.429879215876908027e+00,1.764959279529045189e+00,1.981496810913085938e+00,-2.165374755859375000e-01,1.226869523525238037e-01
3.473302643537505840e+00,5.588533092948131831e+00,1.608996873147885642e+00,1.574354410171508789e+00,3.464245796203613281e-02,2.153046987950801849e-02
4.040061208545844273e+00,9.018774416050115761e+00,2.232336083664504756e+00,2.123530864715576172e+00,1.088051795959472656e-01,4.874050244688987732e-02
2.547416076738630242e+00,7.441396375174995192e+00,2.921154672424757681e+00,2.926138162612915039e+00,-4.983425140380859375e-03,1.705977832898497581e-03
1.891399252762443695e+00,1.972246479781971651e+00,1.042744664777385255e+00,1.272782087326049805e+00,-2.300374507904052734e-01,2.206076532602310181e-01
7.153440151675223291e-01,3.509576158557692338e+00,4.906137584356255132e+00,4.758136272430419922e+00,1.480011940002441406e-01,3.016654029488563538e-02
1.509096757619815543e+00,1.358330987711558180e+01,9.000953589310940473e+00,9.373979568481445312e+00,-3.730258941650390625e-01,4.144293069839477539e-02
4.624282398339423672e+00,1.138259909711584861e+01,2.461484424308370667e+00,2.379035711288452148e+00,8.244872093200683594e-02,3.349552676081657410e-02
1.804466836921874373e+00,6.902901302340335832e+00,3.825452017791336701e+00,3.567476749420166016e+00,2.579753398895263672e-01,6.743656098842620850e-02
3.225846018434080698e+00,1.193089449930370582e+00,3.698531929647190242e-01,5.049699544906616211e-01,-1.351167559623718262e-01,3.653253614902496338e-01
4.373768928390061816e+00,1.269125860318314913e+01,2.901675605403934100e+00,2.743650674819946289e+00,1.580250263214111328e-01,5.445991829037666321e-02
1.891857541802126175e+00,1.030551223654549098e+01,5.447298228770847572e+00,5.413919448852539062e+00,3.337860107421875000e-02,6.127551663666963577e-03
6.292981319856256750e-01,7.734988813341916902e+00,1.229145363730175333e+01,1.542432975769042969e+01,-3.132876396179199219e+00,2.548825144767761230e-01
3.938918328146471026e+00,1.941241495067311007e+01,4.928361883504187801e+00,4.708192825317382812e+00,2.201690673828125000e-01,4.467388242483139038e-02
4.042879469219546884e+00,6.585488007503196073e+00,1.628910299612391421e+00,1.486309051513671875e+00,1.426012516021728516e-01,8.754395693540573120e-02
8.671763881436418409e-01,6.649731574003816981e+00,7.668257190718546390e+00,7.479895591735839844e+00,1.883616447448730469e-01,2.456381358206272125e-02
3.192160354128557032e+00,1.591633155674611544e+01,4.986068928573981651e+00,4.964630126953125000e+00,2.143859863281250000e-02,4.299699794501066208e-03
3.779455083900661094e+00,1.627745244531953261e+01,4.306825212622997334e+00,4.242539882659912109e+00,6.428527832031250000e-02,1.492637302726507187e-02
4.125351814494703007e+00,2.750806011296983211e+00,6.668051926218364622e-01,5.538531541824340820e-01,1.129520535469055176e-01,1.693928837776184082e-01
1.510998811376799589e+00,1.388401547363611499e+01,9.188634278927860777e+00,9.571569442749023438e+00,-3.829355239868164062e-01,4.167491197586059570e-02
3.550459434660426794e+00,1.802777828014041361e+01,5.077590270191223887e+00,4.978251934051513672e+00,9.933853149414062500e-02,1.956410892307758331e-02
4.794426488946323950e+00,8.197639483797225068e+00,1.709826921467478611e+00,1.585349559783935547e+00,1.244773864746093750e-01,7.280115783214569092e-02
1.997283891584350490e-01,8.741730649689579025e+00,4.376809269089523013e+01,3.766212463378906250e+01,6.105968475341796875e+00,1.395072937011718750e-01
7.411733252105694447e-01,1.316819545864417185e+00,1.776668831801663684e+00,2.032768249511718750e+00,-2.560994625091552734e-01,1.441458612680435181e-01
3.628558101214564680e+00,5.086612874125238548e+00,1.401827594388698639e+00,1.326856374740600586e+00,7.497119903564453125e-02,5.348104238510131836e-02
2.598422144552785085e+00,8.573200437981018496e+00,3.299387074557337485e+00,3.248177051544189453e+00,5.120992660522460938e-02,1.552104298025369644e-02
5.301163236520113564e+00,3.507002115457457325e+00,6.615533155624138129e-01,4.059075713157653809e-01,2.556457519531250000e-01,3.864325582981109619e-01
3.646597003827656280e-01,5.510087374406005267e+00,1.511021746746989969e+01,1.848253440856933594e+01,-3.372317314147949219e+00,2.231812626123428345e-01
4.109543270291591277e+00,1.310587322797927001e+01,3.189131337957501700e+00,3.091768026351928711e+00,9.736323356628417969e-02,3.052970394492149353e-02
4.670227003433468305e+00,1.763285862562122830e+01,3.775589197839390732e+00,3.867367029190063477e+00,-9.177780151367187500e-02,2.430820651352405548e-02
1.471769402842003860e+00,1.284020933434764800e+01,8.724335014407188282e+00,9.100036621093750000e+00,-3.757019042968750000e-01,4.306367412209510803e-02
4.791173618449559690e+00,3.596378916073015297e+00,7.506258805200251016e-01,5.012864470481872559e-01,2.493394613265991211e-01,3.321754038333892822e-01
1.981500465293582813e+00,4.235217208034672609e+00,2.137378861229374039e+00,2.336593627929687500e+00,-1.992146968841552734e-01,9.320513904094696045e-02
5.261373936687883557e+00,3.901702808326403815e+00,7.415748918965047176e-01,4.607107937335968018e-01,2.808640897274017334e-01,3.787400126457214355e-01
6.305567362255530828e-01,5.297565915300839201e+00,8.401410390144297580e+00,8.409641265869140625e+00,-8.231163024902343750e-03,9.797358652576804161e-04
5.576295972878958729e+00,2.761560658421601033e+00,4.952320809104843180e-01,3.629640042781829834e-01,1.322680711746215820e-01,2.670830190181732178e-01
2.632805343572439671e+00,5.487836194855688632e+00,2.084406356988501408e+00,2.188407897949218750e+00,-1.040015220642089844e-01,4.989503324031829834e-02
9.254742974468290750e-01,6.430941357587097507e+00,6.948806007177709354e+00,6.761223793029785156e+00,1.875820159912109375e-01,2.699485607445240021e-02
1.105128920173056528e+00,1.125819678314288019e+01,1.018722483651944799e+01,1.085876083374023438e+01,-6.715364456176757812e-01,6.591947376728057861e-02
4.159728475987229501e+00,9.235261960628101008e+00,2.220159804645973178e+00,2.090210914611816406e+00,1.299488544464111328e-01,5.853130668401718140e-02
1.426613158262356740e-01,7.505096560054055566e+00,5.260779011175961273e+01,3.486320114135742188e+01,1.774459075927734375e+01,3.372996747493743896e-01
3.405857499619773687e+00,1.988416915199239199e+01,5.838226982254026254e+00,5.752166271209716797e+00,8.606052398681640625e-02,1.474086660891771317e-02
2.788150361559682988e+00,1.573079221210794998e+01,5.642017169873216886e+00,5.800962924957275391e+00,-1.589455604553222656e-01,2.817176096141338348e-02
3.874721631249623321e+00,1.590948013891659407e+01,4.105967254681385015e+00,4.022237777709960938e+00,8.372926712036132812e-02,2.039209380745887756e-02
8.390746361781631357e-01,1.292665315379545987e+00,1.540584424369455752e+00,1.824351787567138672e+00,-2.837673425674438477e-01,1.841946095228195190e-01
3.984987148683663882e+00,3.892446244395983079e+00,9.767776153761874580e-01,8.369943499565124512e-01,1.397832632064819336e-01,1.431065350770950317e-01
4.230083071875465173e+00,3.885187806239425612e+00,9.184660774325820176e-01,7.394432425498962402e-01,1.790228486061096191e-01,1.949150264263153076e-01
7.125095820740051655e-01,5.439409763405313569e+00,7.634156648914156129e+00,7.373125076293945312e+00,2.610316276550292969e-01,3.419259563088417053e-02
3.072692473999063978e+00,1.201781449234449006e+01,3.911167353725927942e+00,3.924375772476196289e+00,-1.320838928222656250e-02,3.377096494659781456e-03
6.798863171743224632e-01,8.193578270545099684e+00,1.205139456931337172e+01,1.495546531677246094e+01,-2.904070854187011719e+00,2.409738451242446899e-01
4.064281772200581067e+00,1.840257548355420880e+01,4.527878851664913995e+00,4.307581424713134766e+00,2.202973365783691406e-01,4.865354299545288086e-02
4.292345591543541339e+00,1.550658817612745466e+01,3.612614093021161654e+00,3.459005832672119141e+00,1.536083221435546875e-01,4.251999035477638245e-02
1.232717239748256643e-01,9.484088587411472204e+00,7.693644804828312544e+01,4.336116409301757812e+01,3.357528305053710938e+01,4.364028275012969971e-01
1.531857814120725525e+00,1.507720075497816481e+01,9.842428335055600996e+00,1.023170471191406250e+01,-3.892765045166015625e-01,3.955085948109626770e-02
2.330645212292668855e+00,4.765224320261633117e+00,2.044594473293536829e+00,2.219249486923217773e+00,-1.746549606323242188e-01,8.542278409004211426e-02
5.062065223201688724e+00,5.577194945282103689e+00,1.101762758749007753e+00,8.934646844863891602e-01,2.082980871200561523e-01,1.890589296817779541e-01
4.366130778492831599e-01,6.962814837583048089e+00,1.594733458713891672e+01,2.058104515075683594e+01,-4.633710861206054688e+00,2.905633449554443359e-01
3.277777481512623492e+00,1.326359509527621228e+01,4.046520903290649507e+00,4.069281101226806641e+00,-2.276039123535156250e-02,5.624681711196899414e-03
2.127989629982619757e+00,3.472877557399047355e+00,1.631999286306396124e+00,1.858355998992919922e+00,-2.263567447662353516e-01,1.386990547180175781e-01
2.870600841146272675e+00,1.731512941682153084e+01,6.031883349517637605e+00,6.206957817077636719e+00,-1.750745773315429688e-01,2.902486175298690796e-02
3.328521886521660811e+00,9.711094956466407524e+00,2.917539763157333876e+00,2.925599336624145508e+00,-8.059501647949218750e-03,2.762430813163518906e-03
1.759922609598192911e-01,8.595870332879034237e+00,4.884232003156975566e+01,3.810951614379882812e+01,1.073280334472656250e+01,2.197439372539520264e-01
2.555862621675347501e+00,8.521548316279327295e+00,3.334118291026737069e+00,3.270326614379882812e+00,6.379175186157226562e-02,1.913302019238471985e-02
1.247135594512183143e+00,5.394283484009789298e+00,4.325338405660501984e+00,4.202259540557861328e+00,1.230788230895996094e-01,2.845530584454536438e-02
7.169821378727835315e-01,6.588824041589142588e+00,9.189662745487002127e+00,8.977723121643066406e+00,2.119398117065429688e-01,2.306284941732883453e-02
7.481481508161814675e-01,7.591008615464659215e+00,1.014639761815003993e+01,1.004935836791992188e+01,9.703922271728515625e-02,9.563908912241458893e-03
3.432433810888587900e+00,4.744022163813658821e+00,1.382116138340196532e+00,1.359549045562744141e+00,2.256703376770019531e-02,1.632788591086864471e-02
3.828592565744213250e+00,1.653940293239379855e+01,4.319969453103406742e+00,4.233560562133789062e+00,8.640909194946289062e-02,2.000224590301513672e-02
7.324320762554277220e-01,3.918217155768604520e+00,5.349597980198463887e+00,5.123664855957031250e+00,2.259330749511718750e-01,4.223365709185600281e-02
5.867904904867389249e-01,4.946881817925128821e+00,8.430405567448310933e+00,8.692839622497558594e+00,-2.624340057373046875e-01,3.112946450710296631e-02
3.287925330039857652e+00,1.669982769608220252e+01,5.079138368352106525e+00,5.039458274841308594e+00,3.968000411987304688e-02,7.812349591404199600e-03
2.718313257126727667e-01,9.136806866608333522e+00,3.361204542064437106e+01,3.600252914428710938e+01,-2.390483856201171875e+00,7.111985981464385986e-02
4.443295604187905035e+00,2.153479510052870971e+00,4.846581685952129903e-01,4.071176648139953613e-01,7.754051685333251953e-02,1.599901169538497925e-01
5.280156404178066865e-01,7.886726335556174305e+00,1.493653924591246529e+01,2.044939231872558594e+01,-5.512852668762207031e+00,3.690849840641021729e-01
1.212692199924025438e+00,1.254121959763524785e+01,1.034163458660074753e+01,1.102213478088378906e+01,-6.805000305175781250e-01,6.580197811126708984e-02
2.445904824726963689e+00,1.708750821873007197e+01,6.986170535330438192e+00,7.459585189819335938e+00,-4.734144210815429688e-01,6.776450574398040771e-02
4.681725758098877144e+00,1.118118149408848971e+01,2.388260669635819067e+00,2.350801467895507812e+00,3.745913505554199219e-02,1.568469405174255371e-02
4.419968824896558512e-01,6.380774042977965799e+00,1.443624219029937450e+01,1.855297279357910156e+01,-4.116730690002441406e+00,2.851663529872894287e-01
9.112018438901186013e-01,3.808530869450520218e+00,4.179678624431963030e+00,4.098582267761230469e+00,8.109617233276367188e-02,1.940249092876911163e-02
3.023737006972623043e+00,1.135026828934746135e+01,3.753722054257421448e+00,3.767309904098510742e+00,-1.358795166015625000e-02,3.619861090555787086e-03
3.707371162625401784e+00,1.884878456359570720e+01,5.084137448554733929e+00,4.935527801513671875e+00,1.486096382141113281e-01,2.923006005585193634e-02
9.157989398590019592e-01,8.461006943508118994e+00,9.238935071065697002e+00,9.379327774047851562e+00,-1.403923034667968750e-01,1.519572269171476364e-02
8.328563434619347117e-01,5.626974405774796573e+00,6.756236474570328276e+00,6.538706302642822266e+00,2.175302505493164062e-01,3.219695761799812317e-02
4.412638012668453236e+00,1.178434843753098349e+01,2.670590337049796315e+00,2.508185148239135742e+00,1.624052524566650391e-01,6.081249192357063293e-02
4.857102196376778203e+00,1.958645060204785349e+00,4.032538293441432775e-01,3.650651574134826660e-01,3.818866610527038574e-02,9.470131248235702515e-02
2.267027307846907647e+00,1.799551261418085346e+01,7.937933765461324676e+00,8.498781204223632812e+00,-5.608472824096679688e-01,7.065406441688537598e-02
6.210096469678481945e+00,1.403551423817032795e+00,2.260112110447938527e-01,3.376860320568084717e-01,-1.116748154163360596e-01,4.941118359565734863e-01
2.218602730086431496e+00,2.159971778478659843e+00,9.735730282791605905e-01,1.196885347366333008e+00,-2.233123183250427246e-01,2.293739765882492065e-01
8.267092625338153811e-01,6.095057360521975554e+00,7.372673365048530769e+00,7.160423278808593750e+00,2.122502326965332031e-01,2.878877334296703339e-02
4.153083460856247910e+00,3.770308209170905922e+00,9.078334795596848528e-01,7.459912300109863281e-01,1.618422269821166992e-01,1.782730370759963989e-01
1.470085197977504032e+00,1.377656831025531758e+01,9.371272038660533710e+00,9.780508041381835938e+00,-4.092359542846679688e-01,4.366920143365859985e-02
2.115157957220387352e+00,5.446694829477852551e+00,2.575077105180159087e+00,2.689440011978149414e+00,-1.143629550933837891e-01,4.441146925091743469e-02
1.429579331393602271e-01,8.112566424240979401e+00,5.674792749229646915e+01,3.755516433715820312e+01,1.919276428222656250e+01,3.382108211517333984e-01
1.623510753112011873e+00,3.584140383781703409e+00,2.207648071878475449e+00,2.445848226547241211e+00,-2.382001876831054688e-01,1.078977212309837341e-01
2.901506277254613408e+00,1.460984509922239738e+01,5.035262275236618734e+00,5.088692665100097656e+00,-5.343055725097656250e-02,1.061127614229917526e-02
4.394854229576252713e+00,1.628677888776337568e+01,3.705874651804714759e+00,3.516727209091186523e+00,1.891474723815917969e-01,5.103990063071250916e-02
2.170284384251918830e+00,1.645735165404275691e+01,7.583039242903407917e+00,8.158403396606445312e+00,-5.753641128540039062e-01,7.587513327598571777e-02
5.924939769674227863e-01,3.633864413744903654e+00,6.133166842208599867e+00,5.979811191558837891e+00,1.533555984497070312e-01,2.500430867075920105e-02
2.791194175384418497e+00,1.001519486981202434e+01,3.588139785521255565e+00,3.565091848373413086e+00,2.304792404174804688e-02,6.423362996429204941e-03
8.022046916362390867e-01,2.541389608449919901e+00,3.168006414006759197e+00,3.399101018905639648e+00,-2.310945987701416016e-01,7.294637709856033325e-02
4.351687660499832244e-01,4.764249648316518204e+00,1.094805054958677459e+01,1.323035621643066406e+01,-2.282305717468261719e+00,2.084668576717376709e-01
2.539432157729024642e+00,1.883259942230500528e+01,7.416067156976822616e+00,7.852754592895507812e+00,-4.366874694824218750e-01,5.888396874070167542e-02
3.900595037359238848e+00,1.754714163856999321e+01,4.498580721788968617e+00,4.362667560577392578e+00,1.359133720397949219e-01,3.021249920129776001e-02
3.596882215982967423e+00,4.798582849647738513e+00,1.334095074986036744e+00,1.263083934783935547e+00,7.101118564605712891e-02,5.322797968983650208e-02
1.816517573927730167e+00,7.066730238897042327e+00,3.890262522270643952e+00,3.612207651138305664e+00,2.780549526214599609e-01,7.147459685802459717e-02
8.650045066847606989e-01,8.128991030600126066e+00,9.397628530000975644e+00,9.402301788330078125e+00,-4.673004150390625000e-03,4.972535534761846066e-04
7.688192213124245278e-01,8.452313371149195120e+00,1.099388924839905002e+01,1.187729072570800781e+01,-8.834018707275390625e-01,8.035390079021453857e-02
1.615214984237462348e+00,9.290214472121951061e+00,5.751689132891391054e+00,5.527717590332031250e+00,2.239713668823242188e-01,3.894010558724403381e-02
1.327829639729320998e+00,7.198646888145935563e+00,5.421363308032032258e+00,5.224722385406494141e+00,1.966409683227539062e-01,3.627149760723114014e-02
3.372084607324917549e+00,1.686552184895859341e+01,5.001512065362454962e+00,4.945950031280517578e+00,5.556201934814453125e-02,1.110904477536678314e-02
3.318332238486976227e+00,1.595293327201575018e+01,4.807515379861310834e+00,4.773729324340820312e+00,3.378582000732421875e-02,7.027709390968084335e-03
3.190438540755199170e+00,1.337372460112171524e+01,4.191813893382838607e+00,4.198739051818847656e+00,-6.925106048583984375e-03,1.652054721489548683e-03
1.176589600890256548e-01,9.268335368242084371e+00,7.877288190571526627e+01,4.289507675170898438e+01,3.587780380249023438e+01,4.554588198661804199e-01
1.820021173178814511e+00,1.194797823259713176e+01,6.564746832988222813e+00,6.850912094116210938e+00,-2.861652374267578125e-01,4.359120503067970276e-02
8.516984594303174116e-01,7.126747549882928467e+00,8.367688670764833248e+00,8.158253669738769531e+00,2.094354629516601562e-01,2.502906881272792816e-02
3.392227025403192542e+00,1.341544628089021884e+01,3.954760745795216081e+00,3.982046604156494141e+00,-2.728581428527832031e-02,6.899485364556312561e-03
2.180032363387047756e-01,9.265773640016909951e+00,4.250291782650862871e+01,3.869857025146484375e+01,3.804347991943359375e+00,8.950792253017425537e-02
2.052599095877349900e+00,5.281844670092787020e+00,2.573247099592602005e+00,2.693861484527587891e+00,-1.206142902374267578e-01,4.687240719795227051e-02
3.732665427525763135e-01,9.917826951253205792e+00,2.657036143158253694e+01,3.402983856201171875e+01,-7.459476470947265625e+00,2.807442545890808105e-01
