# Wo,Ar,sample_sigma,prediction,abs_error,rel_error
2.262298233424998806e+00,5.942473688136361787e+00,2.419671925093731524e+00,1.402290463447570801e-01,2.279442874464890245e+00,9.420078347067304403e-01
2.739207974219834529e+00,1.802193990205879714e+01,6.364219150444360373e+00,2.043226957321166992e-01,6.159896458367684957e+00,9.679067467836885985e-01
1.979361444457408803e+00,1.300356109704128826e+01,6.298127051858081416e+00,1.813140660524368286e-01,6.116812987598440721e+00,9.712315949888818967e-01
1.754861574546098701e+00,1.952123167651291524e+01,9.885712850376313199e+00,2.062580287456512451e-01,9.679454812061322855e+00,9.791566457806366586e-01
1.426613158262356684e+00,7.505096560054055566e+00,3.874426812531051034e+00,1.509093493223190308e-01,3.723517471101691179e+00,9.609720538613523155e-01
4.125351814494703007e+00,2.750806011296983211e+00,4.428530945184651624e-01,1.095848307013511658e-01,3.332682596261623553e-01,7.511820989395143755e-01
4.089591012172109075e+00,1.878451920710562462e+01,4.325892201435193485e+00,2.224455326795578003e-01,4.103446661936608564e+00,9.485764554701161533e-01
2.868427309419824489e+00,7.043989796855000485e+00,2.175191108102684900e+00,1.521859318017959595e-01,2.023005186522154553e+00,9.299353643009995452e-01
4.803810878984162258e+00,7.832520041472476713e+00,8.377732474944036278e-01,1.734474152326583862e-01,6.643258294910604489e-01,7.746538990071283326e-01
3.315545062928738851e+00,6.653552298871248993e+00,1.267129939729363830e+00,1.523413658142089844e-01,1.114788586371594281e+00,8.801602704637312424e-01
1.641111147321253405e+00,4.457628876211408908e+00,2.493979497538289625e+00,1.243097409605979919e-01,2.369669752735986457e+00,9.501076215634945976e-01
3.951474372759238740e+00,1.625634100320650077e+01,2.543882579636647101e+00,2.134406268596649170e-01,2.330441948030147703e+00,9.155093770007540765e-01
3.297359823792298972e+00,1.731284009392498646e+01,3.714521831751322445e+00,2.114015817642211914e-01,3.503120240863050405e+00,9.431582245689726918e-01
3.035877767571573127e+00,1.119896828574369074e+01,2.376143362041337248e+00,1.815930157899856567e-01,2.194550354703103778e+00,9.237316904162746756e-01
1.987681317345132648e+00,6.127789610383616470e+00,2.136480795176696645e+00,1.425769329071044922e-01,1.993903862595554743e+00,9.327220258062093317e-01
