# Wo,Ar,sample_sigma,prediction,abs_error,rel_error,mse,K,G,frac,act_sigma
4.321825199423744657e+00,1.357353335394287264e+01,2.806325894476889182e+00,4.368523597717285156e+00,-1.562197440979959051e+00,5.558751401457344699e-01,2.465864264273710749e+00,1.779127253197713143e+00,2.859961802346285609e+00,8.000000000000000444e-01,3.140694666631291820e+00
4.803810878984162258e+00,7.832520041472476713e+00,8.377732474944036278e-01,1.951945543289184570e+00,-1.114172295794781054e+00,1.597251816759089227e+00,1.331132637819709919e+00,5.627360078706041158e+00,7.451199120449197189e+00,8.000000000000000444e-01,1.630480516154037440e+00
1.011705118305365136e+00,4.594413748899969008e+00,4.223199667448871431e+00,2.921261310577392578e+00,1.301938336009853092e+00,3.110238958406216225e-01,1.774890818487962374e+00,1.510592142727617881e+00,2.753952391321422333e+00,8.000000000000000444e-01,4.541257789221965879e+00
2.689416537177406141e+00,7.116616480475552287e+00,1.920865612729925953e+00,4.220292091369628906e+00,-2.299426234260659285e+00,1.203523236740883240e+00,5.340722953012897456e+00,4.098181441179046480e+00,5.530806368583939481e+00,8.000000000000000444e-01,2.646156287840997212e+00
1.659190910408266717e+00,1.222883765022213609e+01,5.634337460100534933e+00,4.842796325683593750e+00,7.915414443610944151e-01,1.438618092140753202e-01,7.297276850926659453e-01,9.110859524208597904e+00,2.018282768049441955e+00,8.000000000000000444e-01,7.370362008078420679e+00
1.979361444457408803e+00,1.300356109704128826e+01,6.298127051858081416e+00,4.868121147155761719e+00,1.430005940465106651e+00,2.280049410013340605e-01,2.162436252429568384e+00,1.352348666760099016e+00,1.429602712704388878e+00,8.000000000000000444e-01,6.569573805458195359e+00
3.509880500307075657e+00,1.518572721473582554e+01,3.881477500743430564e+00,4.252841949462890625e+00,-3.713644725613177711e-01,9.219137241022713758e-02,1.978362018456819860e-01,2.445610802717414600e+00,9.577718288029320348e+00,8.000000000000000444e-01,4.326565309960622940e+00
1.997283891584350268e+00,8.741730649689579025e+00,2.778557561020976063e+00,2.426576137542724609e+00,3.519815814305599089e-01,1.353496619835617143e-01,1.599293935966920321e-01,8.852360385953419453e+00,5.526514497018216510e+00,8.000000000000000444e-01,4.376809269089522836e+00
1.962474926951862875e+00,1.271242621662801753e+01,4.732971371020724405e+00,4.748440742492675781e+00,-1.546934166962876667e-02,3.081185133147430061e-02,3.353165629799539915e-02,9.402644000594561291e+00,3.609111736576555707e+00,8.000000000000000444e-01,6.477752169997449627e+00
2.762181829240587749e+00,1.985482049041860364e+01,5.736992276994788753e+00,4.761357784271240234e+00,9.756340695305698585e-01,1.717579908329291138e-01,1.001833435169952935e+00,8.042389540666459169e+00,4.299844428042730371e+00,8.000000000000000444e-01,7.188093224071830711e+00
4.634590315456590837e+00,1.978034607679515489e+01,4.051503047404358071e+00,4.527998447418212891e+00,-4.764955251836091032e-01,1.150578429023731142e-01,3.104822655307227786e-01,9.909882683701944917e-01,3.277316223212838331e+00,8.000000000000000444e-01,4.267981575594009591e+00
4.278581825498145363e+00,1.111464876497929666e+01,1.511785959559948767e+00,3.093827962875366211e+00,-1.582041967552630490e+00,1.107114771731027458e+00,2.612672142448575929e+00,7.145401389214538490e+00,8.727617528158882365e+00,8.000000000000000444e-01,2.597741312025800386e+00
2.591695518627724404e+00,1.919029642931874236e+01,6.884656793968710886e+00,4.826774597167968750e+00,2.057882572310003599e+00,3.002947159842919156e-01,4.246797610141333834e+00,2.726688158309908516e+00,9.253350862872048666e+00,8.000000000000000444e-01,7.404533553956911263e+00
4.050601104229464511e+00,4.992767103827489450e+00,5.069853426769144189e-01,1.075589895248413086e+00,-5.686045108482472576e-01,2.477321817236830981e+00,4.077783674188514840e-01,5.150509945675977086e+00,9.073006800325625676e+00,8.000000000000000444e-01,1.232599057610055837e+00
1.552612980617622984e+00,1.042948882715781167e+01,5.471175857811337195e+00,3.665386199951171875e+00,1.805789604215984667e+00,3.317401669177914014e-01,3.313580693712309344e+00,6.458920822394454753e+00,2.290530728258335813e+00,8.000000000000000444e-01,6.717378353367240429e+00
3.035877767571573127e+00,1.119896828574369074e+01,2.376143362041337248e+00,3.277042388916015625e+00,-9.008987169305257003e-01,3.776183262478404190e-01,8.947542862476695058e-01,7.644886121190359596e+00,3.540914789442717314e+00,8.000000000000000444e-01,3.688873249564935453e+00
3.533569256066980024e+00,1.488996576475108746e+01,3.924896930036587239e+00,4.199556827545166016e+00,-2.746596084260521375e-01,6.859024691641202320e-02,9.140607372042840184e-02,1.463852635943212022e+00,8.383555539322202321e+00,8.000000000000000444e-01,4.213859892284744113e+00
4.870016185540567477e+00,1.034431881847114987e+01,1.967026498170366011e+00,2.874500751495361328e+00,-9.074742622656920554e-01,4.540416465829223425e-01,9.256610024391221936e-01,8.032671307382318604e-01,8.888618233773888377e+00,8.000000000000000444e-01,2.124083047030559168e+00
3.315545062928738851e+00,6.653552298871248993e+00,1.267129939729363830e+00,2.514000654220581055e+00,-1.246870791977255477e+00,9.767444549010561028e-01,1.659123334723054510e+00,4.306098275875795522e+00,1.280151868270742233e+00,8.000000000000000444e-01,2.006774805525921135e+00
3.153615455741908491e+00,1.199954635672277803e+01,2.346332285999576328e+00,3.915585041046142578e+00,-1.569252704382618102e+00,6.719530004794035394e-01,2.583106008473961879e+00,8.682181841257827770e+00,4.127089926130732778e+00,8.000000000000000444e-01,3.805012540408103217e+00
2.143332479753713660e+00,5.412562773274060213e+00,2.438571105909961290e+00,2.089012145996093750e+00,3.495590731626923575e-01,1.891663226761889083e-01,2.288111492621414667e-01,3.339614199164280262e-01,6.113582842978365406e+00,8.000000000000000444e-01,2.525302455126330781e+00
4.352808159095855167e+00,1.227050692915131691e+01,1.509439920281847147e+00,2.998338222503662109e+00,-1.488898260498563664e+00,1.090050500580975967e+00,2.382217206056262082e+00,8.738270390010830724e+00,9.341665924220341921e+00,8.000000000000000444e-01,2.818986383195000833e+00
4.573979584691064915e+00,8.119726872073609769e+00,1.529598287020887515e+00,2.998770236968994141e+00,-1.469172000612054774e+00,9.516645436582764628e-01,2.260811473566641805e+00,1.398035599725752753e+00,4.406903107166705524e+00,8.000000000000000444e-01,1.775199631246721532e+00
4.240279378771944607e+00,9.630035065214572754e+00,1.648484967004165469e+00,3.328223705291748047e+00,-1.679738768089904966e+00,1.024697370675917707e+00,2.895416167888000825e+00,3.925259996062506307e+00,7.777990958280301292e+00,8.000000000000000444e-01,2.271085040628523899e+00
2.288404198752185259e+00,1.162804087565707434e+01,5.039133416742201277e+00,5.124205589294433594e+00,-8.507245865452721378e-02,5.348796491277332116e-02,1.823085681866601360e-01,1.453382770785024147e-01,7.690151786352725338e+00,8.000000000000000444e-01,5.081288035565387773e+00
1.641111147321253405e+00,4.457628876211408908e+00,2.493979497538289625e+00,2.600178241729736328e+00,-1.061987948553946293e-01,6.823286791477292668e-02,1.045420537241607689e-01,1.020590376019711698e+00,4.688543552846207163e+00,8.000000000000000444e-01,2.716226066398665040e+00
3.951474372759238740e+00,1.625634100320650077e+01,2.543882579636647101e+00,4.840222358703613281e+00,-2.296339981722758328e+00,9.303294608380798802e-01,5.457155848356700645e+00,9.994830800495332568e+00,9.811683793228247907e+00,8.000000000000000444e-01,4.113993782997765081e+00
2.818675868935884399e+00,9.623975847929916227e+00,2.656225060680727612e+00,2.981593608856201172e+00,-3.253682322708559838e-01,1.207056526769874072e-01,1.230087080498459828e-01,4.336318106219691160e+00,9.663922221158790293e+00,8.000000000000000444e-01,3.414360605983116859e+00
3.958206505050060997e+00,1.335224248255776480e+01,1.988974092916489411e+00,5.494130134582519531e+00,-3.505156059547423375e+00,1.771430537861524712e+00,1.248411570451053798e+01,9.750877865227298713e+00,8.520768768119425518e-01,8.000000000000000444e-01,3.373306184384862849e+00
2.959588615215703822e+00,3.387437159889898908e+00,6.595310996371719359e-01,4.585766792297363281e+00,-3.926235984722951322e+00,6.212915187013800633e+00,1.552171754536081139e+01,3.158254476311471493e+00,7.288433873481834802e+00,8.000000000000000444e-01,1.144563518887239839e+00
3.086124504968052129e+00,8.529514721685734102e+00,1.592519985407572891e+00,3.788917541503906250e+00,-2.196397782593983550e+00,1.407241620687911920e+00,4.934809976697439815e+00,7.080267003616609323e+00,5.629734442149445961e+00,8.000000000000000444e-01,2.763827158611034562e+00
1.438647335040399877e+00,1.150191053039990763e+01,7.439012920608959689e+00,7.730503082275390625e+00,-2.914901259036430381e-01,3.827211491166639806e-02,2.087198110679434337e-01,2.820632907891256647e+00,2.490867243167711020e+00,8.000000000000000444e-01,7.994947927997177572e+00
3.475627802397415422e+00,5.723950233577437707e+00,9.158512694869662685e-01,3.411448717117309570e+00,-2.495596985694346515e+00,2.766935477847581204e+00,6.361401212635188429e+00,4.571223827474530488e+00,2.354356977662821926e+00,8.000000000000000444e-01,1.646882393341766226e+00
1.887346834398979656e+00,3.698517720206639048e+00,1.615884466982728807e+00,2.804448306560516357e-01,1.335439621425515977e+00,8.412172068491831078e-01,1.843096428521707519e+00,1.765687855066125023e+00,2.042864330343857837e+00,8.000000000000000444e-01,1.959638606321356225e+00
1.666806191748341881e+00,8.483785112652235227e+00,5.054439455582446783e+00,3.635475873947143555e+00,1.418963542892284435e+00,2.813562921572609343e-01,2.188427435696305601e+00,1.336018173466433923e-01,2.284701230136937600e+00,8.000000000000000444e-01,5.089844970970166749e+00
4.089591012172109075e+00,1.878451920710562462e+01,4.325892201435193485e+00,4.920573234558105469e+00,-5.946814682368183336e-01,1.351094697196076055e-01,4.188365500302440592e-01,1.335263002538876753e+00,7.332795078906499953e+00,8.000000000000000444e-01,4.593251293636961385e+00
3.297359823792298972e+00,1.731284009392498646e+01,3.714521831751322445e+00,4.334659099578857422e+00,-6.201375122065785339e-01,1.670468587068699440e-01,4.469895088047161624e-01,9.119563828638160174e+00,7.026374295535049441e+00,8.000000000000000444e-01,5.250515873033675618e+00
1.273467452454259519e+00,4.960934242801075200e+00,2.991700732967378595e+00,2.389490604400634766e+00,6.022104861946127041e-01,2.070828350546780050e-01,4.110628936558587965e-01,4.604164835520761834e+00,1.359933729918820999e+00,8.000000000000000444e-01,3.895611335209419046e+00
1.823618504913497418e+00,1.267791220224597204e+01,6.897059911092571660e+00,5.239737510681152344e+00,1.657322078546339172e+00,2.408718697757135097e-01,2.898227849394825917e+00,2.086930136790361434e-01,5.775277794307386081e+00,8.000000000000000444e-01,6.952063805059570001e+00
1.819901578717485258e+00,1.228670359743830431e+01,6.258595090794569771e+00,3.771518230438232422e+00,2.487076857376104844e+00,3.992959178001894704e-01,6.202112751598197526e+00,2.486732146173318725e+00,8.429554109524222127e+00,8.000000000000000444e-01,6.751301136898264055e+00
4.667101640223582315e+00,1.704526053318551604e+01,2.685866551989685824e+00,4.391570568084716797e+00,-1.705704260474074418e+00,6.359943513411681071e-01,3.049829926744573427e+00,6.191718461595409728e+00,3.828449672524098624e+00,8.000000000000000444e-01,3.652215410583803834e+00
1.426613158262356684e+00,7.505096560054055566e+00,3.874426812531051034e+00,2.827889680862426758e+00,1.046537024380263636e+00,2.728264144418882098e-01,1.100248826141677849e+00,7.386064972913624516e+00,7.967353357604671338e+00,8.000000000000000444e-01,5.260779011175960918e+00
4.333264178636783370e+00,1.698964166189591651e+01,2.755971292943042439e+00,2.010394096374511719e+00,7.455771757069049599e-01,2.724867185843361517e-01,6.290679893760183772e-01,7.368873942813800149e+00,5.753156140961350751e+00,8.000000000000000444e-01,3.920749107717855786e+00
2.702861588101383994e+00,1.367528570076142458e+01,4.007220751687073701e+00,3.227904081344604492e+00,7.793168521366353740e-01,1.962518408704113371e-01,6.180122732058750401e-01,5.905752185321286873e+00,6.783612922410641843e+00,8.000000000000000444e-01,5.059558270006561109e+00
2.013536269225420838e+00,9.433070897812189770e+00,4.089291221560126921e+00,4.412169933319091797e+00,-3.228787117589649314e-01,7.707839194953894357e-02,1.325661919641232256e-01,3.071825572017610195e+00,4.073729852763478654e+00,8.000000000000000444e-01,4.684827903021066220e+00
2.262298233424998806e+00,5.942473688136361787e+00,2.419671925093731524e+00,3.028528928756713867e+00,-6.088571645955234146e-01,2.459634209480770772e-01,4.601871056231187640e-01,9.594694985717532321e-01,4.351033637149472000e+00,8.000000000000000444e-01,2.626741956625132435e+00
1.758223470831936197e+00,4.114068048264456934e+00,1.718036451070249715e+00,7.910659909248352051e-02,1.638929854957998256e+00,9.736043358480503951e-01,2.726274531479983221e+00,3.309777210911085454e+00,3.087095094326005817e+00,8.000000000000000444e-01,2.339900539672473467e+00
1.087827848966435695e+00,1.111337835015688569e+01,9.634752599667304906e+00,5.026118755340576172e+00,4.608633450936073572e+00,4.794203417600207962e-01,2.124895905106632199e+01,2.865980456004349808e+00,9.467678519847273932e+00,8.000000000000000444e-01,1.021611862641308655e+01
1.754861574546098701e+00,1.952123167651291524e+01,9.885712850376313199e+00,6.243606567382812500e+00,3.642106217428391801e+00,3.690807935365322257e-01,1.335198749004988272e+01,6.548360370911997741e+00,2.389254380027087343e+00,8.000000000000000444e-01,1.112408634371184135e+01
2.574028588022045483e+00,3.634330460259310058e+00,5.121884051895444490e-01,2.629811525344848633e+00,-2.117623054590195064e+00,5.328759708232705172e+00,4.602107483935824916e+00,6.028967542641863631e+00,9.020473266258983713e+00,8.000000000000000444e-01,1.411923114285233982e+00
4.929909774717620152e+00,9.294540865073095404e+00,1.738949996060725312e+00,2.944258928298950195e+00,-1.205308714681271320e+00,6.868771920109568718e-01,1.594567911213755185e+00,5.872104855292150649e-01,5.913558250419632678e-01,8.000000000000000444e-01,1.885336910776522101e+00
1.665952926192441730e+00,1.399782527227817042e+01,7.621325658437003270e+00,4.766882896423339844e+00,2.854442189809073938e+00,3.759656802608412063e-01,8.153991725441741778e+00,4.083644493692003330e+00,9.830068493800114382e+00,8.000000000000000444e-01,8.402293397491362725e+00
3.860497483536056595e+00,9.591941621496653525e+00,1.368385200055604711e+00,4.287914276123046875e+00,-2.919528983680242717e+00,2.158925388341774720e+00,8.710582179521015433e+00,7.547056903494429037e+00,1.187630886931789309e+00,8.000000000000000444e-01,2.484638744722307280e+00
